Entry ID,[Filter],[EC ID],[EC JP Name],Type ID,[Type Name],Task ID,[Task Name],Param ID,[Param Name]
200,*,170,Royal Guard,0,Branch,38,Any EC HP < 50%,2300,Go to 2300
300,*,170,Royal Guard,0,Branch,0,HP = 100%,500,Go to 500
400,*,170,Royal Guard,0,Branch,30,Always,2200,Go to 2200
500,*,170,Royal Guard,0,Branch,1,HP < 50%,1200,Go to 1200
600,*,170,Royal Guard,0,Branch,34,Used Attack Spells ≥ 2,900,Go to 900
700,*,170,Royal Guard,0,Branch,49,Used Spell?,900,Go to 900
800,*,170,Royal Guard,0,Branch,30,Always,1300,Go to 1300
900,*,170,Royal Guard,0,Branch,25,Rating 50%,2100,Go to 2100
1000,*,170,Royal Guard,0,Branch,24,Rating 40%,2400,Go to 2400
1100,*,170,Royal Guard,0,Branch,30,Always,2500,Go to 2500
1200,*,170,Royal Guard,0,Branch,49,Used Spell?,1400,Go to 1400
1300,*,170,Royal Guard,0,Branch,26,Rating 60%,2400,Go to 2400
1400,*,170,Royal Guard,0,Branch,4,Got Hit?,1600,Go to 1600
1500,*,170,Royal Guard,0,Branch,25,Rating 50%,1800,Go to 1800
1600,*,170,Royal Guard,0,Branch,6,Any PC Distance > 2,1800,Go to 1800
1700,*,170,Royal Guard,0,Branch,28,Rating 80%,2500,Go to 2500
1800,*,170,Royal Guard,0,Branch,25,Rating 50%,2100,Go to 2100
1900,*,170,Royal Guard,0,Branch,24,Rating 40%,2400,Go to 2400
2000,*,170,Royal Guard,0,Branch,30,Always,2500,Go to 2500
2100,*,170,Royal Guard,1,Action,550,Attack,2,Random PC
2200,*,170,Royal Guard,1,Action,506,サプラ,22,Self
2300,*,170,Royal Guard,1,Action,506,サプラ,7,EC w/ Least HP
2400,*,170,Royal Guard,1,Action,533,ボルティ,2,Random PC
2500,*,170,Royal Guard,1,Action,551,Guard,-1,None
100,*,171,Kantor,0,Branch,11,Turn 1,500,Go to 500
200,*,171,Kantor,0,Branch,50,Used S-Move?,500,Go to 500
300,*,171,Kantor,0,Branch,23,Rating 30%,700,Go to 700
400,*,171,Kantor,0,Branch,30,Always,800,Go to 800
500,*,171,Kantor,0,Branch,27,Rating 70%,700,Go to 700
600,*,171,Kantor,0,Branch,30,Always,800,Go to 800
700,*,171,Kantor,1,Action,550,Attack,2,Random PC
800,*,171,Kantor,1,Action,5,怒雷,2,Random PC
100,*,172,Kantor,0,Branch,11,Turn 1,400,Go to 400
200,*,172,Kantor,0,Branch,12,Turn 2,400,Go to 400
300,*,172,Kantor,0,Branch,50,Used S-Move?,600,Go to 600
400,*,172,Kantor,0,Branch,23,Rating 30%,800,Go to 800
500,*,172,Kantor,0,Branch,30,Always,900,Go to 900
600,*,172,Kantor,0,Branch,27,Rating 70%,800,Go to 800
700,*,172,Kantor,0,Branch,30,Always,900,Go to 900
800,*,172,Kantor,1,Action,550,Attack,2,Random PC
900,*,172,Kantor,1,Action,5,怒雷,2,Random PC
100,*,173,Piastol,0,Branch,2,HP < 25%,2500,Go to 2500
200,*,173,Piastol,0,Branch,17,ECs Alive = 1,2800,Go to 2800
300,*,173,Piastol,0,Branch,19,SP ≤ 50%,600,Go to 600
400,*,173,Piastol,0,Branch,26,Rating 60%,3700,Go to 3700
500,*,173,Piastol,0,Branch,30,Always,3800,Go to 3800
600,*,173,Piastol,0,Branch,1,HP < 50%,2000,Go to 2000
700,*,173,Piastol,0,Branch,50,Used S-Move?,1600,Go to 1600
800,*,173,Piastol,0,Branch,49,Used Spell?,1300,Go to 1300
900,*,173,Piastol,0,Branch,22,Rating 20%,3700,Go to 3700
1000,*,173,Piastol,0,Branch,24,Rating 40%,3800,Go to 3800
1100,*,173,Piastol,0,Branch,24,Rating 40%,3600,Go to 3600
1200,*,173,Piastol,0,Branch,30,Always,4100,Go to 4100
1300,*,173,Piastol,0,Branch,23,Rating 30%,3700,Go to 3700
1400,*,173,Piastol,0,Branch,24,Rating 40%,3800,Go to 3800
1500,*,173,Piastol,0,Branch,30,Always,3600,Go to 3600
1600,*,173,Piastol,0,Branch,23,Rating 30%,3600,Go to 3600
1700,*,173,Piastol,0,Branch,24,Rating 40%,3900,Go to 3900
1800,*,173,Piastol,0,Branch,26,Rating 60%,4100,Go to 4100
1900,*,173,Piastol,0,Branch,30,Always,4000,Go to 4000
2000,*,173,Piastol,0,Branch,24,Rating 40%,3800,Go to 3800
2100,*,173,Piastol,0,Branch,22,Rating 20%,3600,Go to 3600
2200,*,173,Piastol,0,Branch,22,Rating 20%,4200,Go to 4200
2300,*,173,Piastol,0,Branch,25,Rating 50%,4000,Go to 4000
2400,*,173,Piastol,0,Branch,30,Always,4100,Go to 4100
2500,*,173,Piastol,0,Branch,24,Rating 40%,3700,Go to 3700
2600,*,173,Piastol,0,Branch,25,Rating 50%,3800,Go to 3800
2700,*,173,Piastol,0,Branch,30,Always,2800,Go to 2800
2800,*,173,Piastol,0,Branch,50,Used S-Move?,3300,Go to 3300
2900,*,173,Piastol,0,Branch,49,Used Spell?,3100,Go to 3100
3000,*,173,Piastol,0,Branch,30,Always,3900,Go to 3900
3100,*,173,Piastol,0,Branch,27,Rating 70%,3700,Go to 3700
3200,*,173,Piastol,0,Branch,30,Always,3800,Go to 3800
3300,*,173,Piastol,0,Branch,25,Rating 50%,4000,Go to 4000
3400,*,173,Piastol,0,Branch,26,Rating 60%,4100,Go to 4100
3500,*,173,Piastol,0,Branch,30,Always,3600,Go to 3600
3600,*,173,Piastol,1,Action,550,Attack,2,Random PC
3700,*,173,Piastol,1,Action,305,ワイルドダンス,3,PC w/ Most HP
3800,*,173,Piastol,1,Action,306,ジェルージュ,-1,None
3900,*,173,Piastol,1,Action,518,ジェデス,-1,None
4000,*,173,Piastol,1,Action,519,ジェドーサ,2,Random PC
4100,*,173,Piastol,1,Action,522,ウェボーン,2,Random PC
4200,*,173,Piastol,1,Action,551,Guard,-1,None
100,*,174,Kantor,0,Branch,11,Turn 1,400,Go to 400
200,*,174,Kantor,0,Branch,12,Turn 2,400,Go to 400
300,*,174,Kantor,0,Branch,50,Used S-Move?,600,Go to 600
400,*,174,Kantor,0,Branch,23,Rating 30%,800,Go to 800
500,*,174,Kantor,0,Branch,30,Always,900,Go to 900
600,*,174,Kantor,0,Branch,27,Rating 70%,800,Go to 800
700,*,174,Kantor,0,Branch,30,Always,900,Go to 900
800,*,174,Kantor,1,Action,550,Attack,2,Random PC
900,*,174,Kantor,1,Action,5,怒雷,2,Random PC
100,*,175,Polraxis,0,Branch,11,Turn 1,1300,Go to 1300
200,*,175,Polraxis,0,Branch,54,ECs Alive ≤ 3,900,Go to 900
300,*,175,Polraxis,0,Branch,62,PCs Alive = 1,700,Go to 700
400,*,175,Polraxis,0,Branch,63,PCs Alive = 2,900,Go to 900
500,*,175,Polraxis,0,Branch,64,PCs Alive = 3,1100,Go to 1100
600,*,175,Polraxis,0,Branch,65,PCs Alive = 4,1300,Go to 1300
700,*,175,Polraxis,0,Branch,27,Rating 70%,1500,Go to 1500
800,*,175,Polraxis,0,Branch,30,Always,1400,Go to 1400
900,*,175,Polraxis,0,Branch,25,Rating 50%,1500,Go to 1500
1000,*,175,Polraxis,0,Branch,30,Always,1400,Go to 1400
1100,*,175,Polraxis,0,Branch,23,Rating 30%,1500,Go to 1500
1200,*,175,Polraxis,0,Branch,30,Always,1400,Go to 1400
1300,*,175,Polraxis,0,Branch,21,Rating 10%,1500,Go to 1500
1400,*,175,Polraxis,1,Action,550,Attack,2,Random PC
1500,*,175,Polraxis,1,Action,551,Guard,-1,None
100,*,176,Polraxis,0,Branch,11,Turn 1,700,Go to 700
200,*,176,Polraxis,0,Branch,12,Turn 2,900,Go to 900
300,*,176,Polraxis,0,Branch,62,PCs Alive = 1,700,Go to 700
400,*,176,Polraxis,0,Branch,63,PCs Alive = 2,900,Go to 900
500,*,176,Polraxis,0,Branch,64,PCs Alive = 3,1100,Go to 1100
600,*,176,Polraxis,0,Branch,65,PCs Alive = 4,1300,Go to 1300
700,*,176,Polraxis,0,Branch,27,Rating 70%,1500,Go to 1500
800,*,176,Polraxis,0,Branch,30,Always,1400,Go to 1400
900,*,176,Polraxis,0,Branch,25,Rating 50%,1500,Go to 1500
1000,*,176,Polraxis,0,Branch,30,Always,1400,Go to 1400
1100,*,176,Polraxis,0,Branch,23,Rating 30%,1500,Go to 1500
1200,*,176,Polraxis,0,Branch,30,Always,1400,Go to 1400
1300,*,176,Polraxis,0,Branch,21,Rating 10%,1500,Go to 1500
1400,*,176,Polraxis,1,Action,550,Attack,2,Random PC
1500,*,176,Polraxis,1,Action,551,Guard,-1,None
100,*,177,Polraxis,0,Branch,11,Turn 1,700,Go to 700
200,*,177,Polraxis,0,Branch,12,Turn 2,900,Go to 900
300,*,177,Polraxis,0,Branch,62,PCs Alive = 1,700,Go to 700
400,*,177,Polraxis,0,Branch,63,PCs Alive = 2,900,Go to 900
500,*,177,Polraxis,0,Branch,64,PCs Alive = 3,1100,Go to 1100
600,*,177,Polraxis,0,Branch,65,PCs Alive = 4,1300,Go to 1300
700,*,177,Polraxis,0,Branch,27,Rating 70%,1500,Go to 1500
800,*,177,Polraxis,0,Branch,30,Always,1400,Go to 1400
900,*,177,Polraxis,0,Branch,25,Rating 50%,1500,Go to 1500
1000,*,177,Polraxis,0,Branch,30,Always,1400,Go to 1400
1100,*,177,Polraxis,0,Branch,23,Rating 30%,1500,Go to 1500
1200,*,177,Polraxis,0,Branch,30,Always,1400,Go to 1400
1300,*,177,Polraxis,0,Branch,21,Rating 10%,1500,Go to 1500
1400,*,177,Polraxis,1,Action,550,Attack,2,Random PC
1500,*,177,Polraxis,1,Action,551,Guard,-1,None
100,*,178,Tara,0,Branch,19,SP ≤ 50%,400,Go to 400
200,*,178,Tara,0,Branch,28,Rating 80%,1400,Go to 1400
300,*,178,Tara,0,Branch,30,Always,1800,Go to 1800
400,*,178,Tara,0,Branch,39,Any EC HP < 25%,900,Go to 900
500,*,178,Tara,0,Branch,38,Any EC HP < 50%,1100,Go to 1100
600,*,178,Tara,0,Branch,26,Rating 60%,1700,Go to 1700
700,*,178,Tara,0,Branch,27,Rating 70%,1800,Go to 1800
800,*,178,Tara,0,Branch,30,Always,1400,Go to 1400
900,*,178,Tara,0,Branch,26,Rating 60%,1700,Go to 1700
1000,*,178,Tara,0,Branch,30,Always,1400,Go to 1400
1100,*,178,Tara,0,Branch,25,Rating 50%,1700,Go to 1700
1200,*,178,Tara,0,Branch,26,Rating 60%,1800,Go to 1800
1300,*,178,Tara,0,Branch,30,Always,1400,Go to 1400
1400,*,178,Tara,0,Branch,64,PCs Alive = 3,1700,Go to 1700
1500,*,178,Tara,0,Branch,50,Used S-Move?,1700,Go to 1700
1600,*,178,Tara,0,Branch,66,ECs Alive = 3,1900,Go to 1900
1700,*,178,Tara,1,Action,550,Attack,2,Random PC
1800,*,178,Tara,1,Action,551,Guard,-1,None
1900,*,178,Tara,1,Action,280,チャックモール,-1,None
100,*,179,Tara,0,Branch,19,SP ≤ 50%,400,Go to 400
200,*,179,Tara,0,Branch,28,Rating 80%,1400,Go to 1400
300,*,179,Tara,0,Branch,30,Always,1800,Go to 1800
400,*,179,Tara,0,Branch,39,Any EC HP < 25%,900,Go to 900
500,*,179,Tara,0,Branch,38,Any EC HP < 50%,1100,Go to 1100
600,*,179,Tara,0,Branch,26,Rating 60%,1700,Go to 1700
700,*,179,Tara,0,Branch,27,Rating 70%,1800,Go to 1800
800,*,179,Tara,0,Branch,30,Always,1400,Go to 1400
900,*,179,Tara,0,Branch,26,Rating 60%,1700,Go to 1700
1000,*,179,Tara,0,Branch,30,Always,1400,Go to 1400
1100,*,179,Tara,0,Branch,25,Rating 50%,1700,Go to 1700
1200,*,179,Tara,0,Branch,26,Rating 60%,1800,Go to 1800
1300,*,179,Tara,0,Branch,30,Always,1400,Go to 1400
1400,*,179,Tara,0,Branch,64,PCs Alive = 3,1700,Go to 1700
1500,*,179,Tara,0,Branch,50,Used S-Move?,1700,Go to 1700
1600,*,179,Tara,0,Branch,66,ECs Alive = 3,1900,Go to 1900
1700,*,179,Tara,1,Action,550,Attack,2,Random PC
1800,*,179,Tara,1,Action,551,Guard,-1,None
1900,*,179,Tara,1,Action,280,チャックモール,-1,None
100,*,180,Mage Warden,0,Branch,1,HP < 50%,1200,Go to 1200
200,*,180,Mage Warden,0,Branch,69,EC Slots < 8 and Danger ≤ 3000,400,Go to 400
300,*,180,Mage Warden,0,Branch,30,Always,500,Go to 500
400,*,180,Mage Warden,0,Branch,38,Any EC HP < 50%,800,Go to 800
500,*,180,Mage Warden,0,Branch,31,Used Sacri Spells ≥ 1,1500,Go to 1500
600,*,180,Mage Warden,0,Branch,0,HP = 100%,1500,Go to 1500
700,*,180,Mage Warden,0,Branch,30,Always,1200,Go to 1200
800,*,180,Mage Warden,0,Branch,32,Used Sacri Spells ≥ 2,1000,Go to 1000
900,*,180,Mage Warden,0,Branch,25,Rating 50%,4800,Go to 4800
1000,*,180,Mage Warden,0,Branch,23,Rating 30%,4800,Go to 4800
1100,*,180,Mage Warden,0,Branch,30,Always,1500,Go to 1500
1200,*,180,Mage Warden,0,Branch,32,Used Sacri Spells ≥ 2,1400,Go to 1400
1300,*,180,Mage Warden,0,Branch,25,Rating 50%,4700,Go to 4700
1400,*,180,Mage Warden,0,Branch,23,Rating 30%,4700,Go to 4700
1500,*,180,Mage Warden,0,Branch,51,Used Focus?,2700,Go to 2700
1600,*,180,Mage Warden,0,Branch,54,ECs Alive ≤ 3,2700,Go to 2700
1700,*,180,Mage Warden,0,Branch,19,SP ≤ 50%,1900,Go to 1900
1800,*,180,Mage Warden,0,Branch,27,Rating 70%,4400,Go to 4400
1900,*,180,Mage Warden,0,Branch,49,Used Spell?,2100,Go to 2100
2000,*,180,Mage Warden,0,Branch,30,Always,2700,Go to 2700
2100,*,180,Mage Warden,0,Branch,25,Rating 50%,3400,Go to 3400
2200,*,180,Mage Warden,0,Branch,36,Used State Spells ≥ 2,2400,Go to 2400
2300,*,180,Mage Warden,0,Branch,25,Rating 50%,4100,Go to 4100
2400,*,180,Mage Warden,0,Branch,24,Rating 40%,4100,Go to 4100
2500,*,180,Mage Warden,0,Branch,24,Rating 40%,5200,Go to 5200
2600,*,180,Mage Warden,0,Branch,30,Always,4300,Go to 4300
2700,*,180,Mage Warden,0,Branch,49,Used Spell?,3000,Go to 3000
2800,*,180,Mage Warden,0,Branch,28,Rating 80%,3400,Go to 3400
2900,*,180,Mage Warden,0,Branch,30,Always,3100,Go to 3100
3000,*,180,Mage Warden,0,Branch,26,Rating 60%,3400,Go to 3400
3100,*,180,Mage Warden,0,Branch,24,Rating 40%,4600,Go to 4600
3200,*,180,Mage Warden,0,Branch,21,Rating 10%,4400,Go to 4400
3300,*,180,Mage Warden,0,Branch,30,Always,4300,Go to 4300
3400,*,180,Mage Warden,0,Branch,62,PCs Alive = 1,3700,Go to 3700
3500,*,180,Mage Warden,0,Branch,63,PCs Alive = 2,3700,Go to 3700
3600,*,180,Mage Warden,0,Branch,54,ECs Alive ≤ 3,3900,Go to 3900
3700,*,180,Mage Warden,0,Branch,23,Rating 30%,4900,Go to 4900
3800,*,180,Mage Warden,0,Branch,30,Always,5000,Go to 5000
3900,*,180,Mage Warden,0,Branch,25,Rating 50%,5100,Go to 5100
4000,*,180,Mage Warden,0,Branch,30,Always,5000,Go to 5000
4100,*,180,Mage Warden,0,Branch,23,Rating 30%,4500,Go to 4500
4200,*,180,Mage Warden,0,Branch,30,Always,4600,Go to 4600
4300,*,180,Mage Warden,1,Action,550,Attack,1,Same PC
4400,*,180,Mage Warden,1,Action,551,Guard,-1,None
4500,*,180,Mage Warden,1,Action,502,サイレシャ,15,PC w/o Silence
4600,*,180,Mage Warden,1,Action,504,ダウナ,17,PC w/o Weak
4700,*,180,Mage Warden,1,Action,507,サプリィ,22,Self
4800,*,180,Mage Warden,1,Action,507,サプリィ,7,EC w/ Least HP
4900,*,180,Mage Warden,1,Action,528,グラシェス,2,Random PC
5000,*,180,Mage Warden,1,Action,531,ウェイベス,2,Random PC
5100,*,180,Mage Warden,1,Action,535,ボルドーラ,2,Random PC
5200,*,180,Mage Warden,1,Action,37,ガッツ,-1,None
100,*,181,Mage Warden,0,Branch,1,HP < 50%,1200,Go to 1200
200,*,181,Mage Warden,0,Branch,69,EC Slots < 8 and Danger ≤ 3000,400,Go to 400
300,*,181,Mage Warden,0,Branch,30,Always,500,Go to 500
400,*,181,Mage Warden,0,Branch,38,Any EC HP < 50%,800,Go to 800
500,*,181,Mage Warden,0,Branch,31,Used Sacri Spells ≥ 1,1500,Go to 1500
600,*,181,Mage Warden,0,Branch,0,HP = 100%,1500,Go to 1500
700,*,181,Mage Warden,0,Branch,30,Always,1200,Go to 1200
800,*,181,Mage Warden,0,Branch,32,Used Sacri Spells ≥ 2,1000,Go to 1000
900,*,181,Mage Warden,0,Branch,25,Rating 50%,4900,Go to 4900
1000,*,181,Mage Warden,0,Branch,23,Rating 30%,4900,Go to 4900
1100,*,181,Mage Warden,0,Branch,30,Always,1500,Go to 1500
1200,*,181,Mage Warden,0,Branch,32,Used Sacri Spells ≥ 2,1400,Go to 1400
1300,*,181,Mage Warden,0,Branch,25,Rating 50%,4800,Go to 4800
1400,*,181,Mage Warden,0,Branch,23,Rating 30%,4800,Go to 4800
1500,*,181,Mage Warden,0,Branch,51,Used Focus?,2800,Go to 2800
1600,*,181,Mage Warden,0,Branch,54,ECs Alive ≤ 3,2800,Go to 2800
1700,*,181,Mage Warden,0,Branch,11,Turn 1,2300,Go to 2300
1800,*,181,Mage Warden,0,Branch,19,SP ≤ 50%,2000,Go to 2000
1900,*,181,Mage Warden,0,Branch,27,Rating 70%,4500,Go to 4500
2000,*,181,Mage Warden,0,Branch,49,Used Spell?,2200,Go to 2200
2100,*,181,Mage Warden,0,Branch,30,Always,2800,Go to 2800
2200,*,181,Mage Warden,0,Branch,25,Rating 50%,3500,Go to 3500
2300,*,181,Mage Warden,0,Branch,36,Used State Spells ≥ 2,2500,Go to 2500
2400,*,181,Mage Warden,0,Branch,25,Rating 50%,4200,Go to 4200
2500,*,181,Mage Warden,0,Branch,24,Rating 40%,4200,Go to 4200
2600,*,181,Mage Warden,0,Branch,24,Rating 40%,5300,Go to 5300
2700,*,181,Mage Warden,0,Branch,30,Always,4400,Go to 4400
2800,*,181,Mage Warden,0,Branch,49,Used Spell?,3100,Go to 3100
2900,*,181,Mage Warden,0,Branch,28,Rating 80%,3500,Go to 3500
3000,*,181,Mage Warden,0,Branch,30,Always,3200,Go to 3200
3100,*,181,Mage Warden,0,Branch,26,Rating 60%,3500,Go to 3500
3200,*,181,Mage Warden,0,Branch,24,Rating 40%,4700,Go to 4700
3300,*,181,Mage Warden,0,Branch,21,Rating 10%,4500,Go to 4500
3400,*,181,Mage Warden,0,Branch,30,Always,4400,Go to 4400
3500,*,181,Mage Warden,0,Branch,62,PCs Alive = 1,3800,Go to 3800
3600,*,181,Mage Warden,0,Branch,63,PCs Alive = 2,3800,Go to 3800
3700,*,181,Mage Warden,0,Branch,69,EC Slots < 8 and Danger ≤ 3000,4000,Go to 4000
3800,*,181,Mage Warden,0,Branch,23,Rating 30%,5000,Go to 5000
3900,*,181,Mage Warden,0,Branch,30,Always,5100,Go to 5100
4000,*,181,Mage Warden,0,Branch,25,Rating 50%,5200,Go to 5200
4100,*,181,Mage Warden,0,Branch,30,Always,5100,Go to 5100
4200,*,181,Mage Warden,0,Branch,23,Rating 30%,4600,Go to 4600
4300,*,181,Mage Warden,0,Branch,30,Always,4700,Go to 4700
4400,*,181,Mage Warden,1,Action,550,Attack,1,Same PC
4500,*,181,Mage Warden,1,Action,551,Guard,-1,None
4600,*,181,Mage Warden,1,Action,502,サイレシャ,15,PC w/o Silence
4700,*,181,Mage Warden,1,Action,504,ダウナ,17,PC w/o Weak
4800,*,181,Mage Warden,1,Action,507,サプリィ,22,Self
4900,*,181,Mage Warden,1,Action,507,サプリィ,7,EC w/ Least HP
5000,*,181,Mage Warden,1,Action,528,グラシェス,2,Random PC
5100,*,181,Mage Warden,1,Action,531,ウェイベス,2,Random PC
5200,*,181,Mage Warden,1,Action,535,ボルドーラ,2,Random PC
5300,*,181,Mage Warden,1,Action,37,ガッツ,-1,None
100,*,182,Executioner,0,Branch,1,HP < 50%,600,Go to 600
200,*,182,Executioner,0,Branch,13,Turn 3,600,Go to 600
300,*,182,Executioner,0,Branch,14,Turn 4,600,Go to 600
400,*,182,Executioner,0,Branch,37,Turn ≥ 5,600,Go to 600
500,*,182,Executioner,0,Branch,66,ECs Alive = 3,800,Go to 800
600,*,182,Executioner,0,Branch,50,Used S-Move?,800,Go to 800
700,*,182,Executioner,0,Branch,27,Rating 70%,1800,Go to 1800
800,*,182,Executioner,0,Branch,24,Rating 40%,1600,Go to 1600
900,*,182,Executioner,0,Branch,62,PCs Alive = 1,1200,Go to 1200
1000,*,182,Executioner,0,Branch,63,PCs Alive = 2,1200,Go to 1200
1100,*,182,Executioner,0,Branch,24,Rating 40%,1800,Go to 1800
1200,*,182,Executioner,0,Branch,24,Rating 40%,1900,Go to 1900
1300,*,182,Executioner,0,Branch,16,Has Silence?,1500,Go to 1500
1400,*,182,Executioner,0,Branch,26,Rating 60%,2000,Go to 2000
1500,*,182,Executioner,0,Branch,30,Always,1700,Go to 1700
1600,*,182,Executioner,1,Action,550,Attack,2,Random PC
1700,*,182,Executioner,1,Action,551,Guard,-1,None
1800,*,182,Executioner,1,Action,11,キャノンボール,2,Random PC
1900,*,182,Executioner,1,Action,251,ブロードソニック,2,Random PC
2000,*,182,Executioner,1,Action,533,ボルティ,2,Random PC
100,*,183,Lira,0,Branch,39,Any EC HP < 25%,900,Go to 900
200,*,183,Lira,0,Branch,2,HP < 25%,1100,Go to 1100
300,*,183,Lira,0,Branch,38,Any EC HP < 50%,700,Go to 700
400,*,183,Lira,0,Branch,24,Rating 40%,1700,Go to 1700
500,*,183,Lira,0,Branch,26,Rating 60%,2000,Go to 2000
600,*,183,Lira,0,Branch,30,Always,2100,Go to 2100
700,*,183,Lira,0,Branch,27,Rating 70%,1300,Go to 1300
800,*,183,Lira,0,Branch,30,Always,1700,Go to 1700
900,*,183,Lira,0,Branch,27,Rating 70%,1500,Go to 1500
1000,*,183,Lira,0,Branch,30,Always,1700,Go to 1700
1100,*,183,Lira,0,Branch,26,Rating 60%,1300,Go to 1300
1200,*,183,Lira,0,Branch,27,Rating 70%,2100,Go to 2100
1300,*,183,Lira,0,Branch,49,Used Spell?,400,Go to 400
1400,*,183,Lira,0,Branch,30,Always,1900,Go to 1900
1500,*,183,Lira,0,Branch,49,Used Spell?,400,Go to 400
1600,*,183,Lira,0,Branch,30,Always,1800,Go to 1800
1700,*,183,Lira,1,Action,550,Attack,4,PC w/ Least HP
1800,*,183,Lira,1,Action,508,サプレス,-1,None
1900,*,183,Lira,1,Action,507,サプリィ,7,EC w/ Least HP
2000,*,183,Lira,1,Action,511,プワゾーク,-1,None
2100,*,183,Lira,1,Action,551,Guard,-1,None
100,*,184,Lira,0,Branch,39,Any EC HP < 25%,900,Go to 900
200,*,184,Lira,0,Branch,2,HP < 25%,1100,Go to 1100
300,*,184,Lira,0,Branch,38,Any EC HP < 50%,700,Go to 700
400,*,184,Lira,0,Branch,24,Rating 40%,1700,Go to 1700
500,*,184,Lira,0,Branch,26,Rating 60%,2000,Go to 2000
600,*,184,Lira,0,Branch,30,Always,2100,Go to 2100
700,*,184,Lira,0,Branch,27,Rating 70%,1300,Go to 1300
800,*,184,Lira,0,Branch,30,Always,1700,Go to 1700
900,*,184,Lira,0,Branch,27,Rating 70%,1500,Go to 1500
1000,*,184,Lira,0,Branch,30,Always,1700,Go to 1700
1100,*,184,Lira,0,Branch,26,Rating 60%,1300,Go to 1300
1200,*,184,Lira,0,Branch,27,Rating 70%,2100,Go to 2100
1300,*,184,Lira,0,Branch,49,Used Spell?,400,Go to 400
1400,*,184,Lira,0,Branch,30,Always,1900,Go to 1900
1500,*,184,Lira,0,Branch,49,Used Spell?,400,Go to 400
1600,*,184,Lira,0,Branch,30,Always,1800,Go to 1800
1700,*,184,Lira,1,Action,550,Attack,4,PC w/ Least HP
1800,*,184,Lira,1,Action,508,サプレス,-1,None
1900,*,184,Lira,1,Action,507,サプリィ,7,EC w/ Least HP
2000,*,184,Lira,1,Action,511,プワゾーク,-1,None
2100,*,184,Lira,1,Action,551,Guard,-1,None
100,*,185,Lira,0,Branch,39,Any EC HP < 25%,900,Go to 900
200,*,185,Lira,0,Branch,2,HP < 25%,1100,Go to 1100
300,*,185,Lira,0,Branch,38,Any EC HP < 50%,700,Go to 700
400,*,185,Lira,0,Branch,24,Rating 40%,1700,Go to 1700
500,*,185,Lira,0,Branch,26,Rating 60%,2000,Go to 2000
600,*,185,Lira,0,Branch,30,Always,2100,Go to 2100
700,*,185,Lira,0,Branch,27,Rating 70%,1300,Go to 1300
800,*,185,Lira,0,Branch,30,Always,1700,Go to 1700
900,*,185,Lira,0,Branch,27,Rating 70%,1500,Go to 1500
1000,*,185,Lira,0,Branch,30,Always,1700,Go to 1700
1100,*,185,Lira,0,Branch,26,Rating 60%,1300,Go to 1300
1200,*,185,Lira,0,Branch,27,Rating 70%,2100,Go to 2100
1300,*,185,Lira,0,Branch,49,Used Spell?,400,Go to 400
1400,*,185,Lira,0,Branch,30,Always,1900,Go to 1900
1500,*,185,Lira,0,Branch,49,Used Spell?,400,Go to 400
1600,*,185,Lira,0,Branch,30,Always,1800,Go to 1800
1700,*,185,Lira,1,Action,550,Attack,4,PC w/ Least HP
1800,*,185,Lira,1,Action,508,サプレス,-1,None
1900,*,185,Lira,1,Action,507,サプリィ,7,EC w/ Least HP
2000,*,185,Lira,1,Action,511,プワゾーク,-1,None
2100,*,185,Lira,1,Action,551,Guard,-1,None
100,*,186,Lira,0,Branch,39,Any EC HP < 25%,900,Go to 900
200,*,186,Lira,0,Branch,2,HP < 25%,1100,Go to 1100
300,*,186,Lira,0,Branch,38,Any EC HP < 50%,700,Go to 700
400,*,186,Lira,0,Branch,24,Rating 40%,1700,Go to 1700
500,*,186,Lira,0,Branch,26,Rating 60%,2000,Go to 2000
600,*,186,Lira,0,Branch,30,Always,2100,Go to 2100
700,*,186,Lira,0,Branch,27,Rating 70%,1300,Go to 1300
800,*,186,Lira,0,Branch,30,Always,1700,Go to 1700
900,*,186,Lira,0,Branch,27,Rating 70%,1500,Go to 1500
1000,*,186,Lira,0,Branch,30,Always,1700,Go to 1700
1100,*,186,Lira,0,Branch,26,Rating 60%,1300,Go to 1300
1200,*,186,Lira,0,Branch,27,Rating 70%,2100,Go to 2100
1300,*,186,Lira,0,Branch,49,Used Spell?,400,Go to 400
1400,*,186,Lira,0,Branch,30,Always,1900,Go to 1900
1500,*,186,Lira,0,Branch,49,Used Spell?,400,Go to 400
1600,*,186,Lira,0,Branch,30,Always,1800,Go to 1800
1700,*,186,Lira,1,Action,550,Attack,4,PC w/ Least HP
1800,*,186,Lira,1,Action,508,サプレス,-1,None
1900,*,186,Lira,1,Action,507,サプリィ,7,EC w/ Least HP
2000,*,186,Lira,1,Action,511,プワゾーク,-1,None
2100,*,186,Lira,1,Action,551,Guard,-1,None
100,*,187,Lira,0,Branch,39,Any EC HP < 25%,900,Go to 900
200,*,187,Lira,0,Branch,2,HP < 25%,1100,Go to 1100
300,*,187,Lira,0,Branch,38,Any EC HP < 50%,700,Go to 700
400,*,187,Lira,0,Branch,24,Rating 40%,1700,Go to 1700
500,*,187,Lira,0,Branch,26,Rating 60%,2000,Go to 2000
600,*,187,Lira,0,Branch,30,Always,2100,Go to 2100
700,*,187,Lira,0,Branch,27,Rating 70%,1300,Go to 1300
