Entry ID,[Filter],Initiative,Magic EXP,EC1 ID,[EC1 JP Name],EC2 ID,[EC2 JP Name],EC3 ID,[EC3 JP Name],EC4 ID,[EC4 JP Name],EC5 ID,[EC5 JP Name],EC6 ID,[EC6 JP Name],EC7 ID,[EC7 JP Name],EC8 ID,[EC8 JP Name]
1,a103b_ep.enp,22,1,8,Flestik,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None,255,None
2,a103b_ep.enp,22,1,8,Flestik,8,Flestik,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None
3,a103b_ep.enp,16,1,8,Flestik,8,Flestik,8,Flestik,8,Flestik,8,Flestik,8,Flestik,8,Flestik,255,None
4,a103b_ep.enp,27,1,2,Seeker,255,None,255,None,255,None,255,None,255,None,255,None,255,None
5,a103b_ep.enp,27,1,2,Seeker,2,Seeker,255,None,255,None,255,None,255,None,255,None,255,None
6,a103b_ep.enp,12,1,2,Seeker,2,Seeker,2,Seeker,255,None,255,None,255,None,255,None,255,None
7,a103b_ep.enp,48,1,29,Looper,255,None,255,None,255,None,255,None,255,None,255,None,255,None
8,a103b_ep.enp,48,1,29,Looper,29,Looper,255,None,255,None,255,None,255,None,255,None,255,None
9,a103b_ep.enp,48,1,29,Looper,29,Looper,29,Looper,255,None,255,None,255,None,255,None,255,None
10,a103b_ep.enp,27,1,2,Seeker,8,Flestik,255,None,255,None,255,None,255,None,255,None,255,None
11,a103b_ep.enp,27,1,2,Seeker,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None,255,None
12,a103b_ep.enp,12,1,2,Seeker,2,Seeker,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None
13,a103b_ep.enp,27,1,29,Looper,8,Flestik,255,None,255,None,255,None,255,None,255,None,255,None
14,a103b_ep.enp,27,1,29,Looper,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None,255,None
15,a103b_ep.enp,27,1,29,Looper,29,Looper,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None
16,a103b_ep.enp,27,1,29,Looper,29,Looper,8,Flestik,8,Flestik,8,Flestik,255,None,255,None,255,None
17,a103b_ep.enp,17,1,3,Marocca,8,Flestik,255,None,255,None,255,None,255,None,255,None,255,None
18,a103b_ep.enp,17,1,3,Marocca,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None,255,None
19,a103b_ep.enp,17,1,3,Marocca,3,Marocca,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None
20,a103b_ep.enp,12,1,3,Marocca,3,Marocca,8,Flestik,8,Flestik,8,Flestik,255,None,255,None,255,None
21,a103b_ep.enp,22,1,3,Marocca,29,Looper,8,Flestik,255,None,255,None,255,None,255,None,255,None
22,a103b_ep.enp,22,1,3,Marocca,29,Looper,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None
23,a103b_ep.enp,22,1,3,Marocca,3,Marocca,29,Looper,8,Flestik,255,None,255,None,255,None,255,None
24,a103b_ep.enp,12,1,3,Marocca,3,Marocca,29,Looper,8,Flestik,8,Flestik,255,None,255,None,255,None
25,a103b_ep.enp,12,1,3,Marocca,3,Marocca,29,Looper,29,Looper,8,Flestik,8,Flestik,255,None,255,None
26,a103b_ep.enp,27,1,2,Seeker,29,Looper,8,Flestik,255,None,255,None,255,None,255,None,255,None
27,a103b_ep.enp,27,1,2,Seeker,29,Looper,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None
28,a103b_ep.enp,12,1,2,Seeker,29,Looper,29,Looper,8,Flestik,8,Flestik,255,None,255,None,255,None
29,a103b_ep.enp,22,1,2,Seeker,3,Marocca,8,Flestik,255,None,255,None,255,None,255,None,255,None
30,a103b_ep.enp,12,1,2,Seeker,3,Marocca,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None
31,a103b_ep.enp,12,1,2,Seeker,3,Marocca,3,Marocca,8,Flestik,8,Flestik,255,None,255,None,255,None
0,a103c_ep.enp,22,1,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None,255,None,255,None
1,a103c_ep.enp,22,1,8,Flestik,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None,255,None
2,a103c_ep.enp,22,1,8,Flestik,8,Flestik,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None
3,a103c_ep.enp,16,1,8,Flestik,8,Flestik,8,Flestik,8,Flestik,8,Flestik,8,Flestik,8,Flestik,255,None
4,a103c_ep.enp,48,1,29,Looper,255,None,255,None,255,None,255,None,255,None,255,None,255,None
5,a103c_ep.enp,48,1,29,Looper,29,Looper,255,None,255,None,255,None,255,None,255,None,255,None
6,a103c_ep.enp,48,1,29,Looper,29,Looper,29,Looper,255,None,255,None,255,None,255,None,255,None
7,a103c_ep.enp,23,1,3,Marocca,3,Marocca,255,None,255,None,255,None,255,None,255,None,255,None
8,a103c_ep.enp,23,1,3,Marocca,3,Marocca,3,Marocca,3,Marocca,255,None,255,None,255,None,255,None
9,a103c_ep.enp,16,1,3,Marocca,3,Marocca,3,Marocca,3,Marocca,3,Marocca,3,Marocca,255,None,255,None
10,a103c_ep.enp,23,1,4,Grouder,255,None,255,None,255,None,255,None,255,None,255,None,255,None
11,a103c_ep.enp,23,1,4,Grouder,4,Grouder,255,None,255,None,255,None,255,None,255,None,255,None
12,a103c_ep.enp,27,1,29,Looper,8,Flestik,255,None,255,None,255,None,255,None,255,None,255,None
13,a103c_ep.enp,27,1,29,Looper,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None,255,None
14,a103c_ep.enp,17,1,3,Marocca,8,Flestik,255,None,255,None,255,None,255,None,255,None,255,None
15,a103c_ep.enp,16,1,3,Marocca,3,Marocca,3,Marocca,8,Flestik,8,Flestik,8,Flestik,255,None,255,None
16,a103c_ep.enp,22,1,3,Marocca,29,Looper,8,Flestik,255,None,255,None,255,None,255,None,255,None
17,a103c_ep.enp,22,1,3,Marocca,29,Looper,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None
18,a103c_ep.enp,22,1,3,Marocca,3,Marocca,29,Looper,8,Flestik,8,Flestik,255,None,255,None,255,None
19,a103c_ep.enp,17,1,4,Grouder,8,Flestik,255,None,255,None,255,None,255,None,255,None,255,None
20,a103c_ep.enp,17,1,4,Grouder,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None,255,None
21,a103c_ep.enp,16,1,4,Grouder,8,Flestik,8,Flestik,8,Flestik,8,Flestik,255,None,255,None,255,None
22,a103c_ep.enp,22,1,4,Grouder,29,Looper,8,Flestik,255,None,255,None,255,None,255,None,255,None
23,a103c_ep.enp,22,1,4,Grouder,29,Looper,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None
24,a103c_ep.enp,22,1,4,Grouder,3,Marocca,8,Flestik,255,None,255,None,255,None,255,None,255,None
25,a103c_ep.enp,22,1,4,Grouder,3,Marocca,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None
26,a103c_ep.enp,22,1,4,Grouder,3,Marocca,3,Marocca,8,Flestik,255,None,255,None,255,None,255,None
27,a103c_ep.enp,22,1,4,Grouder,3,Marocca,3,Marocca,8,Flestik,8,Flestik,255,None,255,None,255,None
28,a103c_ep.enp,22,1,4,Grouder,4,Grouder,29,Looper,8,Flestik,8,Flestik,255,None,255,None,255,None
29,a103c_ep.enp,16,1,4,Grouder,4,Grouder,3,Marocca,8,Flestik,8,Flestik,255,None,255,None,255,None
30,a103c_ep.enp,23,1,4,Grouder,29,Looper,29,Looper,255,None,255,None,255,None,255,None,255,None
31,a103c_ep.enp,16,1,4,Grouder,3,Marocca,3,Marocca,3,Marocca,3,Marocca,255,None,255,None,255,None
0,a103d_ep.enp,29,1,8,Flestik,255,None,255,None,255,None,255,None,255,None,255,None,255,None
1,a103d_ep.enp,29,1,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None,255,None,255,None
2,a103d_ep.enp,29,1,8,Flestik,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None,255,None
3,a103d_ep.enp,29,1,8,Flestik,8,Flestik,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None
4,a103d_ep.enp,29,1,8,Flestik,8,Flestik,8,Flestik,8,Flestik,8,Flestik,255,None,255,None,255,None
5,a103d_ep.enp,29,1,8,Flestik,8,Flestik,8,Flestik,8,Flestik,8,Flestik,8,Flestik,255,None,255,None
6,a103d_ep.enp,119,1,2,Seeker,255,None,255,None,255,None,255,None,255,None,255,None,255,None
7,a103d_ep.enp,69,1,2,Seeker,2,Seeker,255,None,255,None,255,None,255,None,255,None,255,None
8,a103d_ep.enp,19,1,2,Seeker,2,Seeker,2,Seeker,255,None,255,None,255,None,255,None,255,None
9,a103d_ep.enp,44,2,29,Looper,255,None,255,None,255,None,255,None,255,None,255,None,255,None
10,a103d_ep.enp,44,2,29,Looper,29,Looper,255,None,255,None,255,None,255,None,255,None,255,None
11,a103d_ep.enp,44,2,29,Looper,29,Looper,29,Looper,255,None,255,None,255,None,255,None,255,None
12,a103d_ep.enp,44,2,29,Looper,29,Looper,29,Looper,29,Looper,255,None,255,None,255,None,255,None
13,a103d_ep.enp,44,2,29,Looper,29,Looper,29,Looper,29,Looper,29,Looper,255,None,255,None,255,None
14,a103d_ep.enp,39,1,8,Flestik,255,None,255,None,255,None,255,None,255,None,255,None,255,None
15,a103d_ep.enp,39,1,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None,255,None,255,None
16,a103d_ep.enp,24,1,8,Flestik,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None,255,None
17,a103d_ep.enp,19,1,8,Flestik,8,Flestik,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None
18,a103d_ep.enp,34,1,29,Looper,8,Flestik,255,None,255,None,255,None,255,None,255,None,255,None
19,a103d_ep.enp,34,1,29,Looper,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None,255,None
20,a103d_ep.enp,34,1,29,Looper,8,Flestik,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None
21,a103d_ep.enp,24,1,29,Looper,8,Flestik,8,Flestik,8,Flestik,8,Flestik,255,None,255,None,255,None
22,a103d_ep.enp,19,1,29,Looper,8,Flestik,8,Flestik,8,Flestik,8,Flestik,8,Flestik,255,None,255,None
23,a103d_ep.enp,34,1,29,Looper,29,Looper,8,Flestik,255,None,255,None,255,None,255,None,255,None
24,a103d_ep.enp,34,1,29,Looper,29,Looper,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None
25,a103d_ep.enp,24,1,29,Looper,29,Looper,8,Flestik,8,Flestik,8,Flestik,255,None,255,None,255,None
26,a103d_ep.enp,19,1,29,Looper,29,Looper,8,Flestik,8,Flestik,8,Flestik,8,Flestik,255,None,255,None
27,a103d_ep.enp,39,1,2,Seeker,29,Looper,8,Flestik,255,None,255,None,255,None,255,None,255,None
28,a103d_ep.enp,24,1,2,Seeker,29,Looper,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None
29,a103d_ep.enp,19,1,2,Seeker,29,Looper,8,Flestik,8,Flestik,8,Flestik,255,None,255,None,255,None
30,a103d_ep.enp,24,1,2,Seeker,29,Looper,29,Looper,8,Flestik,255,None,255,None,255,None,255,None
31,a103d_ep.enp,19,1,2,Seeker,29,Looper,29,Looper,8,Flestik,8,Flestik,255,None,255,None,255,None
0,a103e_ep.enp,34,1,3,Marocca,255,None,255,None,255,None,255,None,255,None,255,None,255,None
1,a103e_ep.enp,34,1,3,Marocca,8,Flestik,255,None,255,None,255,None,255,None,255,None,255,None
2,a103e_ep.enp,34,1,3,Marocca,3,Marocca,3,Marocca,255,None,255,None,255,None,255,None,255,None
3,a103e_ep.enp,34,1,3,Marocca,3,Marocca,3,Marocca,3,Marocca,255,None,255,None,255,None,255,None
4,a103e_ep.enp,34,1,3,Marocca,3,Marocca,3,Marocca,3,Marocca,3,Marocca,255,None,255,None,255,None
5,a103e_ep.enp,44,2,29,Looper,255,None,255,None,255,None,255,None,255,None,255,None,255,None
6,a103e_ep.enp,44,2,29,Looper,29,Looper,255,None,255,None,255,None,255,None,255,None,255,None
7,a103e_ep.enp,44,2,29,Looper,29,Looper,29,Looper,255,None,255,None,255,None,255,None,255,None
8,a103e_ep.enp,44,2,29,Looper,29,Looper,29,Looper,29,Looper,255,None,255,None,255,None,255,None
9,a103e_ep.enp,44,2,29,Looper,29,Looper,29,Looper,29,Looper,29,Looper,255,None,255,None,255,None
10,a103e_ep.enp,39,1,29,Looper,3,Marocca,255,None,255,None,255,None,255,None,255,None,255,None
11,a103e_ep.enp,39,1,29,Looper,3,Marocca,3,Marocca,255,None,255,None,255,None,255,None,255,None
12,a103e_ep.enp,39,1,29,Looper,3,Marocca,3,Marocca,3,Marocca,255,None,255,None,255,None,255,None
13,a103e_ep.enp,39,1,29,Looper,3,Marocca,3,Marocca,3,Marocca,3,Marocca,255,None,255,None,255,None
14,a103e_ep.enp,39,1,29,Looper,3,Marocca,3,Marocca,3,Marocca,3,Marocca,3,Marocca,255,None,255,None
15,a103e_ep.enp,39,1,29,Looper,29,Looper,3,Marocca,255,None,255,None,255,None,255,None,255,None
16,a103e_ep.enp,39,1,29,Looper,29,Looper,3,Marocca,3,Marocca,255,None,255,None,255,None,255,None
17,a103e_ep.enp,39,1,29,Looper,29,Looper,3,Marocca,3,Marocca,3,Marocca,255,None,255,None,255,None
18,a103e_ep.enp,39,1,29,Looper,29,Looper,3,Marocca,3,Marocca,3,Marocca,3,Marocca,255,None,255,None
19,a103e_ep.enp,29,1,8,Flestik,3,Marocca,255,None,255,None,255,None,255,None,255,None,255,None
20,a103e_ep.enp,29,1,8,Flestik,3,Marocca,3,Marocca,255,None,255,None,255,None,255,None,255,None
21,a103e_ep.enp,29,1,8,Flestik,8,Flestik,3,Marocca,255,None,255,None,255,None,255,None,255,None
22,a103e_ep.enp,29,1,8,Flestik,3,Marocca,3,Marocca,3,Marocca,255,None,255,None,255,None,255,None
23,a103e_ep.enp,29,1,8,Flestik,8,Flestik,8,Flestik,3,Marocca,255,None,255,None,255,None,255,None
24,a103e_ep.enp,29,1,8,Flestik,8,Flestik,3,Marocca,3,Marocca,255,None,255,None,255,None,255,None
25,a103e_ep.enp,29,1,8,Flestik,8,Flestik,3,Marocca,3,Marocca,3,Marocca,255,None,255,None,255,None
26,a103e_ep.enp,29,1,8,Flestik,8,Flestik,8,Flestik,3,Marocca,3,Marocca,255,None,255,None,255,None
27,a103e_ep.enp,34,1,8,Flestik,3,Marocca,29,Looper,255,None,255,None,255,None,255,None,255,None
28,a103e_ep.enp,34,1,8,Flestik,3,Marocca,3,Marocca,29,Looper,255,None,255,None,255,None,255,None
29,a103e_ep.enp,34,1,8,Flestik,8,Flestik,3,Marocca,29,Looper,255,None,255,None,255,None,255,None
30,a103e_ep.enp,34,1,8,Flestik,8,Flestik,3,Marocca,3,Marocca,29,Looper,255,None,255,None,255,None
31,a103e_ep.enp,34,1,8,Flestik,8,Flestik,3,Marocca,3,Marocca,29,Looper,29,Looper,255,None,255,None
0,a106a_ep.enp,36,1,17,Tsirat,17,Tsirat,17,Tsirat,17,Tsirat,255,None,255,None,255,None,255,None
1,a106a_ep.enp,36,1,17,Tsirat,17,Tsirat,17,Tsirat,17,Tsirat,17,Tsirat,17,Tsirat,255,None,255,None
2,a106a_ep.enp,26,1,10,Mind Stealer,10,Mind Stealer,255,None,255,None,255,None,255,None,255,None,255,None
3,a106a_ep.enp,26,1,10,Mind Stealer,10,Mind Stealer,10,Mind Stealer,255,None,255,None,255,None,255,None,255,None
4,a106a_ep.enp,31,1,34,Dralnog,34,Dralnog,34,Dralnog,255,None,255,None,255,None,255,None,255,None
5,a106a_ep.enp,31,1,34,Dralnog,34,Dralnog,34,Dralnog,34,Dralnog,34,Dralnog,255,None,255,None,255,None
6,a106a_ep.enp,36,1,17,Tsirat,17,Tsirat,34,Dralnog,34,Dralnog,34,Dralnog,255,None,255,None,255,None
7,a106a_ep.enp,36,1,17,Tsirat,17,Tsirat,17,Tsirat,17,Tsirat,34,Dralnog,255,None,255,None,255,None
8,a106a_ep.enp,26,1,10,Mind Stealer,17,Tsirat,17,Tsirat,255,None,255,None,255,None,255,None,255,None
9,a106a_ep.enp,26,1,10,Mind Stealer,17,Tsirat,17,Tsirat,17,Tsirat,17,Tsirat,255,None,255,None,255,None
10,a106a_ep.enp,26,1,10,Mind Stealer,10,Mind Stealer,17,Tsirat,17,Tsirat,255,None,255,None,255,None,255,None
11,a106a_ep.enp,26,1,10,Mind Stealer,34,Dralnog,34,Dralnog,34,Dralnog,255,None,255,None,255,None,255,None
12,a106a_ep.enp,21,1,10,Mind Stealer,34,Dralnog,34,Dralnog,34,Dralnog,34,Dralnog,34,Dralnog,255,None,255,None
13,a106a_ep.enp,21,1,10,Mind Stealer,10,Mind Stealer,34,Dralnog,34,Dralnog,34,Dralnog,255,None,255,None,255,None
14,a106a_ep.enp,26,1,10,Mind Stealer,17,Tsirat,17,Tsirat,34,Dralnog,255,None,255,None,255,None,255,None
15,a106a_ep.enp,26,1,10,Mind Stealer,17,Tsirat,17,Tsirat,34,Dralnog,34,Dralnog,34,Dralnog,255,None,255,None
16,a106a_ep.enp,21,1,10,Mind Stealer,10,Mind Stealer,17,Tsirat,17,Tsirat,34,Dralnog,255,None,255,None,255,None
17,a106a_ep.enp,36,1,9,Basallish,9,Basallish,9,Basallish,9,Basallish,255,None,255,None,255,None,255,None
18,a106a_ep.enp,36,1,9,Basallish,9,Basallish,9,Basallish,9,Basallish,9,Basallish,255,None,255,None,255,None
19,a106a_ep.enp,41,1,23,Crylhound,23,Crylhound,23,Crylhound,255,None,255,None,255,None,255,None,255,None
20,a106a_ep.enp,41,1,23,Crylhound,23,Crylhound,23,Crylhound,23,Crylhound,255,None,255,None,255,None,255,None
21,a106a_ep.enp,41,1,9,Basallish,9,Basallish,23,Crylhound,255,None,255,None,255,None,255,None,255,None
22,a106a_ep.enp,41,1,9,Basallish,9,Basallish,9,Basallish,9,Basallish,23,Crylhound,23,Crylhound,255,None,255,None
23,a106a_ep.enp,26,1,10,Mind Stealer,9,Basallish,9,Basallish,9,Basallish,255,None,255,None,255,None,255,None
24,a106a_ep.enp,26,1,10,Mind Stealer,9,Basallish,9,Basallish,9,Basallish,9,Basallish,255,None,255,None,255,None
25,a106a_ep.enp,26,1,10,Mind Stealer,10,Mind Stealer,9,Basallish,9,Basallish,255,None,255,None,255,None,255,None
26,a106a_ep.enp,31,1,10,Mind Stealer,23,Crylhound,23,Crylhound,255,None,255,None,255,None,255,None,255,None
27,a106a_ep.enp,31,1,10,Mind Stealer,23,Crylhound,23,Crylhound,23,Crylhound,255,None,255,None,255,None,255,None
28,a106a_ep.enp,31,1,10,Mind Stealer,10,Mind Stealer,23,Crylhound,23,Crylhound,255,None,255,None,255,None,255,None
29,a106a_ep.enp,26,1,10,Mind Stealer,9,Basallish,9,Basallish,23,Crylhound,255,None,255,None,255,None,255,None
30,a106a_ep.enp,21,1,10,Mind Stealer,9,Basallish,9,Basallish,9,Basallish,23,Crylhound,23,Crylhound,255,None,255,None
31,a106a_ep.enp,21,1,10,Mind Stealer,10,Mind Stealer,9,Basallish,9,Basallish,23,Crylhound,255,None,255,None,255,None
0,a106c_ep.enp,40,1,17,Tsirat,17,Tsirat,17,Tsirat,17,Tsirat,255,None,255,None,255,None,255,None
1,a106c_ep.enp,40,1,17,Tsirat,17,Tsirat,17,Tsirat,17,Tsirat,17,Tsirat,17,Tsirat,255,None,255,None
2,a106c_ep.enp,30,1,10,Mind Stealer,10,Mind Stealer,255,None,255,None,255,None,255,None,255,None,255,None
3,a106c_ep.enp,30,1,10,Mind Stealer,10,Mind Stealer,10,Mind Stealer,255,None,255,None,255,None,255,None,255,None
4,a106c_ep.enp,35,1,34,Dralnog,34,Dralnog,34,Dralnog,255,None,255,None,255,None,255,None,255,None
5,a106c_ep.enp,35,1,34,Dralnog,34,Dralnog,34,Dralnog,34,Dralnog,34,Dralnog,255,None,255,None,255,None
6,a106c_ep.enp,40,1,17,Tsirat,17,Tsirat,34,Dralnog,34,Dralnog,34,Dralnog,255,None,255,None,255,None
7,a106c_ep.enp,40,1,17,Tsirat,17,Tsirat,17,Tsirat,17,Tsirat,34,Dralnog,255,None,255,None,255,None
8,a106c_ep.enp,30,1,10,Mind Stealer,17,Tsirat,17,Tsirat,255,None,255,None,255,None,255,None,255,None
9,a106c_ep.enp,30,1,10,Mind Stealer,17,Tsirat,17,Tsirat,17,Tsirat,17,Tsirat,255,None,255,None,255,None
10,a106c_ep.enp,30,1,10,Mind Stealer,10,Mind Stealer,17,Tsirat,17,Tsirat,255,None,255,None,255,None,255,None
11,a106c_ep.enp,30,1,10,Mind Stealer,34,Dralnog,34,Dralnog,34,Dralnog,255,None,255,None,255,None,255,None
12,a106c_ep.enp,25,1,10,Mind Stealer,34,Dralnog,34,Dralnog,34,Dralnog,34,Dralnog,34,Dralnog,255,None,255,None
13,a106c_ep.enp,25,1,10,Mind Stealer,10,Mind Stealer,34,Dralnog,34,Dralnog,34,Dralnog,255,None,255,None,255,None
14,a106c_ep.enp,30,1,10,Mind Stealer,17,Tsirat,17,Tsirat,34,Dralnog,255,None,255,None,255,None,255,None
15,a106c_ep.enp,30,1,10,Mind Stealer,17,Tsirat,17,Tsirat,34,Dralnog,34,Dralnog,34,Dralnog,255,None,255,None
16,a106c_ep.enp,25,1,10,Mind Stealer,10,Mind Stealer,17,Tsirat,17,Tsirat,34,Dralnog,255,None,255,None,255,None
17,a106c_ep.enp,40,1,9,Basallish,9,Basallish,9,Basallish,9,Basallish,255,None,255,None,255,None,255,None
18,a106c_ep.enp,40,1,9,Basallish,9,Basallish,9,Basallish,9,Basallish,9,Basallish,255,None,255,None,255,None
19,a106c_ep.enp,45,1,23,Crylhound,23,Crylhound,23,Crylhound,255,None,255,None,255,None,255,None,255,None
20,a106c_ep.enp,45,1,23,Crylhound,23,Crylhound,23,Crylhound,23,Crylhound,255,None,255,None,255,None,255,None
21,a106c_ep.enp,45,1,9,Basallish,9,Basallish,23,Crylhound,255,None,255,None,255,None,255,None,255,None
22,a106c_ep.enp,45,1,9,Basallish,9,Basallish,9,Basallish,9,Basallish,23,Crylhound,23,Crylhound,255,None,255,None
23,a106c_ep.enp,30,1,10,Mind Stealer,9,Basallish,9,Basallish,9,Basallish,255,None,255,None,255,None,255,None
24,a106c_ep.enp,30,1,10,Mind Stealer,9,Basallish,9,Basallish,9,Basallish,9,Basallish,255,None,255,None,255,None
25,a106c_ep.enp,30,1,10,Mind Stealer,10,Mind Stealer,9,Basallish,9,Basallish,255,None,255,None,255,None,255,None
26,a106c_ep.enp,35,1,10,Mind Stealer,23,Crylhound,23,Crylhound,255,None,255,None,255,None,255,None,255,None
27,a106c_ep.enp,35,1,10,Mind Stealer,23,Crylhound,23,Crylhound,23,Crylhound,255,None,255,None,255,None,255,None
28,a106c_ep.enp,35,1,10,Mind Stealer,10,Mind Stealer,23,Crylhound,23,Crylhound,255,None,255,None,255,None,255,None
29,a106c_ep.enp,30,1,10,Mind Stealer,9,Basallish,9,Basallish,23,Crylhound,255,None,255,None,255,None,255,None
30,a106c_ep.enp,25,1,10,Mind Stealer,9,Basallish,9,Basallish,9,Basallish,23,Crylhound,23,Crylhound,255,None,255,None
31,a106c_ep.enp,25,1,10,Mind Stealer,10,Mind Stealer,9,Basallish,9,Basallish,23,Crylhound,255,None,255,None,255,None
0,a109b_ep.enp,44,1,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,255,None,255,None,255,None,255,None
1,a109b_ep.enp,44,1,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,255,None,255,None
2,a109b_ep.enp,34,1,27,Dung Fly,27,Dung Fly,255,None,255,None,255,None,255,None,255,None,255,None
3,a109b_ep.enp,34,1,27,Dung Fly,27,Dung Fly,27,Dung Fly,27,Dung Fly,255,None,255,None,255,None,255,None
4,a109b_ep.enp,49,1,30,Loopalon,255,None,255,None,255,None,255,None,255,None,255,None,255,None
5,a109b_ep.enp,49,1,30,Loopalon,30,Loopalon,30,Loopalon,255,None,255,None,255,None,255,None,255,None
6,a109b_ep.enp,29,1,28,Death's Head,28,Death's Head,255,None,255,None,255,None,255,None,255,None,255,None
7,a109b_ep.enp,24,1,28,Death's Head,28,Death's Head,28,Death's Head,255,None,255,None,255,None,255,None,255,None
8,a109b_ep.enp,39,1,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,27,Dung Fly,27,Dung Fly,255,None,255,None
9,a109b_ep.enp,39,1,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,27,Dung Fly,27,Dung Fly,27,Dung Fly,255,None,255,None
10,a109b_ep.enp,39,1,93,Durel Beetle,93,Durel Beetle,27,Dung Fly,27,Dung Fly,27,Dung Fly,27,Dung Fly,255,None,255,None
11,a109b_ep.enp,44,1,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,30,Loopalon,255,None,255,None
12,a109b_ep.enp,44,1,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,30,Loopalon,30,Loopalon,255,None
13,a109b_ep.enp,39,1,27,Dung Fly,27,Dung Fly,27,Dung Fly,30,Loopalon,255,None,255,None,255,None,255,None
14,a109b_ep.enp,39,1,27,Dung Fly,27,Dung Fly,27,Dung Fly,30,Loopalon,30,Loopalon,255,None,255,None,255,None
15,a109b_ep.enp,34,1,28,Death's Head,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,255,None,255,None,255,None,255,None
16,a109b_ep.enp,34,1,28,Death's Head,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,255,None,255,None
17,a109b_ep.enp,34,1,28,Death's Head,27,Dung Fly,27,Dung Fly,255,None,255,None,255,None,255,None,255,None
18,a109b_ep.enp,34,1,28,Death's Head,27,Dung Fly,27,Dung Fly,27,Dung Fly,27,Dung Fly,255,None,255,None,255,None
19,a109b_ep.enp,34,1,28,Death's Head,30,Loopalon,255,None,255,None,255,None,255,None,255,None,255,None
20,a109b_ep.enp,34,1,28,Death's Head,30,Loopalon,30,Loopalon,30,Loopalon,255,None,255,None,255,None,255,None
21,a109b_ep.enp,24,1,28,Death's Head,28,Death's Head,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,255,None,255,None,255,None
22,a109b_ep.enp,24,1,28,Death's Head,28,Death's Head,27,Dung Fly,27,Dung Fly,255,None,255,None,255,None,255,None
23,a109b_ep.enp,34,1,28,Death's Head,28,Death's Head,30,Loopalon,30,Loopalon,255,None,255,None,255,None,255,None
24,a109b_ep.enp,44,1,93,Durel Beetle,93,Durel Beetle,27,Dung Fly,27,Dung Fly,30,Loopalon,255,None,255,None,255,None
25,a109b_ep.enp,44,1,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,27,Dung Fly,30,Loopalon,30,Loopalon,255,None,255,None
26,a109b_ep.enp,44,1,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,27,Dung Fly,27,Dung Fly,30,Loopalon,255,None,255,None
27,a109b_ep.enp,44,1,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,27,Dung Fly,27,Dung Fly,30,Loopalon,255,None
28,a109b_ep.enp,34,1,28,Death's Head,93,Durel Beetle,93,Durel Beetle,27,Dung Fly,255,None,255,None,255,None,255,None
29,a109b_ep.enp,24,1,28,Death's Head,93,Durel Beetle,93,Durel Beetle,27,Dung Fly,27,Dung Fly,27,Dung Fly,255,None,255,None
30,a109b_ep.enp,24,1,28,Death's Head,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,93,Durel Beetle,27,Dung Fly,255,None,255,None
