Entry ID,[Filter],Initiative,Magic EXP,EC1 ID,[EC1 JP Name],[EC1 EU Name],EC2 ID,[EC2 JP Name],[EC2 EU Name],EC3 ID,[EC3 JP Name],[EC3 EU Name],EC4 ID,[EC4 JP Name],[EC4 EU Name],EC5 ID,[EC5 JP Name],[EC5 EU Name],EC6 ID,[EC6 JP Name],[EC6 EU Name],EC7 ID,[EC7 JP Name],[EC7 EU Name],EC8 ID,[EC8 JP Name],[EC8 EU Name]
13,a111c_ep.enp,42,2,48,Digger,Digger,48,Digger,Digger,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
14,a111c_ep.enp,32,2,48,Digger,Digger,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None
15,a111c_ep.enp,32,2,48,Digger,Digger,48,Digger,Digger,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None
16,a111c_ep.enp,37,2,33,Serpantis,Serpantis,33,Serpantis,Serpantis,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
17,a111c_ep.enp,42,2,33,Serpantis,Serpantis,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
18,a111c_ep.enp,42,2,33,Serpantis,Serpantis,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
19,a111c_ep.enp,42,2,33,Serpantis,Serpantis,33,Serpantis,Serpantis,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
20,a111c_ep.enp,32,2,33,Serpantis,Serpantis,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
21,a111c_ep.enp,32,2,33,Serpantis,Serpantis,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None
22,a111c_ep.enp,32,2,33,Serpantis,Serpantis,33,Serpantis,Serpantis,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None
23,a111c_ep.enp,42,2,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
24,a111c_ep.enp,42,2,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,255,None,None,255,None,None,255,None,None,255,None,None
25,a111c_ep.enp,37,2,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
26,a111c_ep.enp,37,2,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
27,a111c_ep.enp,37,2,73,Mine Patrol,Fossor,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
28,a111c_ep.enp,37,2,73,Mine Patrol,Fossor,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
29,a111c_ep.enp,37,2,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
30,a111c_ep.enp,37,2,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
31,a111c_ep.enp,37,2,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
0,a111d_ep.enp,42,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,255,None,None,255,None,None,255,None,None
1,a111d_ep.enp,42,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,255,None,None
2,a111d_ep.enp,52,2,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,a111d_ep.enp,52,2,41,Elooper,Elooper,41,Elooper,Elooper,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
4,a111d_ep.enp,37,2,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a111d_ep.enp,37,2,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None
6,a111d_ep.enp,47,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
7,a111d_ep.enp,47,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None
8,a111d_ep.enp,47,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None
9,a111d_ep.enp,42,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None
10,a111d_ep.enp,42,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,41,Elooper,Elooper,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None
11,a111d_ep.enp,42,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None
12,a111d_ep.enp,42,2,48,Digger,Digger,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
13,a111d_ep.enp,42,2,48,Digger,Digger,48,Digger,Digger,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
14,a111d_ep.enp,32,2,48,Digger,Digger,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None
15,a111d_ep.enp,32,2,48,Digger,Digger,48,Digger,Digger,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None
16,a111d_ep.enp,37,2,33,Serpantis,Serpantis,33,Serpantis,Serpantis,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
17,a111d_ep.enp,42,2,33,Serpantis,Serpantis,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
18,a111d_ep.enp,42,2,33,Serpantis,Serpantis,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
19,a111d_ep.enp,42,2,33,Serpantis,Serpantis,33,Serpantis,Serpantis,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
20,a111d_ep.enp,32,2,33,Serpantis,Serpantis,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
21,a111d_ep.enp,32,2,33,Serpantis,Serpantis,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None
22,a111d_ep.enp,32,2,33,Serpantis,Serpantis,33,Serpantis,Serpantis,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None
23,a111d_ep.enp,42,2,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
24,a111d_ep.enp,42,2,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,255,None,None,255,None,None,255,None,None,255,None,None
25,a111d_ep.enp,37,2,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
26,a111d_ep.enp,37,2,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
27,a111d_ep.enp,37,2,73,Mine Patrol,Fossor,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
28,a111d_ep.enp,37,2,73,Mine Patrol,Fossor,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
29,a111d_ep.enp,37,2,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
30,a111d_ep.enp,37,2,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
31,a111d_ep.enp,37,2,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,73,Mine Patrol,Fossor,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
0,a112b_ep.enp,46,2,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None,255,None,None,255,None,None
1,a112b_ep.enp,46,2,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None
2,a112b_ep.enp,56,2,22,Ferlith,Ferlith,22,Ferlith,Ferlith,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,a112b_ep.enp,56,2,22,Ferlith,Ferlith,22,Ferlith,Ferlith,22,Ferlith,Ferlith,22,Ferlith,Ferlith,255,None,None,255,None,None,255,None,None,255,None,None
4,a112b_ep.enp,36,2,35,Que'lak,Que'lak,35,Que'lak,Que'lak,35,Que'lak,Que'lak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a112b_ep.enp,31,2,35,Que'lak,Que'lak,35,Que'lak,Que'lak,35,Que'lak,Que'lak,35,Que'lak,Que'lak,35,Que'lak,Que'lak,255,None,None,255,None,None,255,None,None
6,a112b_ep.enp,51,2,22,Ferlith,Ferlith,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None,255,None,None,255,None,None
7,a112b_ep.enp,51,2,22,Ferlith,Ferlith,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None
8,a112b_ep.enp,36,2,35,Que'lak,Que'lak,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None,255,None,None,255,None,None,255,None,None
9,a112b_ep.enp,36,2,35,Que'lak,Que'lak,35,Que'lak,Que'lak,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None,255,None,None
10,a112b_ep.enp,41,2,35,Que'lak,Que'lak,35,Que'lak,Que'lak,22,Ferlith,Ferlith,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,a112b_ep.enp,41,2,35,Que'lak,Que'lak,35,Que'lak,Que'lak,35,Que'lak,Que'lak,22,Ferlith,Ferlith,255,None,None,255,None,None,255,None,None,255,None,None
12,a112b_ep.enp,31,2,35,Que'lak,Que'lak,35,Que'lak,Que'lak,35,Que'lak,Que'lak,35,Que'lak,Que'lak,22,Ferlith,Ferlith,22,Ferlith,Ferlith,255,None,None,255,None,None
13,a112b_ep.enp,46,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,255,None,None,255,None,None,255,None,None,255,None,None
14,a112b_ep.enp,41,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm
15,a112b_ep.enp,41,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,92,Langry,Langry,92,Langry,Langry,255,None,None,255,None,None
16,a112b_ep.enp,41,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None
17,a112b_ep.enp,46,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,22,Ferlith,Ferlith,255,None,None,255,None,None,255,None,None
18,a112b_ep.enp,46,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,22,Ferlith,Ferlith,22,Ferlith,Ferlith,255,None,None,255,None,None
19,a112b_ep.enp,36,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,35,Que'lak,Que'lak,255,None,None,255,None,None,255,None,None
20,a112b_ep.enp,36,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,35,Que'lak,Que'lak,35,Que'lak,Que'lak,255,None,None,255,None,None
21,a112b_ep.enp,46,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,92,Langry,Langry,92,Langry,Langry,22,Ferlith,Ferlith,255,None,None
22,a112b_ep.enp,46,2,38,Slothstra,Slothstra,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
23,a112b_ep.enp,46,2,38,Slothstra,Slothstra,92,Langry,Langry,92,Langry,Langry,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
24,a112b_ep.enp,46,2,38,Slothstra,Slothstra,35,Que'lak,Que'lak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
25,a112b_ep.enp,56,2,39,Polraxis L09a,Polraxis L09a,39,Polraxis L09a,Polraxis L09a,39,Polraxis L09a,Polraxis L09a,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
26,a112b_ep.enp,51,2,39,Polraxis L09a,Polraxis L09a,39,Polraxis L09a,Polraxis L09a,39,Polraxis L09a,Polraxis L09a,39,Polraxis L09a,Polraxis L09a,39,Polraxis L09a,Polraxis L09a,255,None,None,255,None,None,255,None,None
27,a112b_ep.enp,51,2,39,Polraxis L09a,Polraxis L09a,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,255,None,None,255,None,None,255,None,None
28,a112b_ep.enp,46,2,39,Polraxis L09a,Polraxis L09a,39,Polraxis L09a,Polraxis L09a,39,Polraxis L09a,Polraxis L09a,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,255,None,None
29,a112b_ep.enp,56,2,39,Polraxis L09a,Polraxis L09a,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None,255,None,None,255,None,None,255,None,None
30,a112b_ep.enp,46,2,39,Polraxis L09a,Polraxis L09a,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None
31,a112b_ep.enp,51,2,39,Polraxis L09a,Polraxis L09a,39,Polraxis L09a,Polraxis L09a,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None,255,None,None
0,a114a_ep.enp,58,2,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,a114a_ep.enp,58,2,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,255,None,None,255,None,None,255,None,None,255,None,None
2,a114a_ep.enp,58,2,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,255,None,None,255,None,None,255,None,None
3,a114a_ep.enp,58,2,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,255,None,None,255,None,None
4,a114a_ep.enp,58,2,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,255,None,None
5,a114a_ep.enp,58,2,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor,42,Grapor,Grapor
0,a115b_ep.enp,63,2,50,Burocca,Burocca,50,Burocca,Burocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,a115b_ep.enp,58,2,50,Burocca,Burocca,50,Burocca,Burocca,50,Burocca,Burocca,50,Burocca,Burocca,255,None,None,255,None,None,255,None,None,255,None,None
2,a115b_ep.enp,68,2,26,Baroo,Baroo,26,Baroo,Baroo,26,Baroo,Baroo,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,a115b_ep.enp,58,2,26,Baroo,Baroo,26,Baroo,Baroo,26,Baroo,Baroo,26,Baroo,Baroo,26,Baroo,Baroo,255,None,None,255,None,None,255,None,None
4,a115b_ep.enp,73,2,21,Feralisk,Feralisk,21,Feralisk,Feralisk,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a115b_ep.enp,73,2,21,Feralisk,Feralisk,21,Feralisk,Feralisk,21,Feralisk,Feralisk,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,a115b_ep.enp,68,2,11,Walrenk,Walrenk,11,Walrenk,Walrenk,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,a115b_ep.enp,58,2,11,Walrenk,Walrenk,50,Burocca,Burocca,50,Burocca,Burocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
8,a115b_ep.enp,58,2,11,Walrenk,Walrenk,50,Burocca,Burocca,50,Burocca,Burocca,50,Burocca,Burocca,50,Burocca,Burocca,50,Burocca,Burocca,50,Burocca,Burocca,255,None,None
9,a115b_ep.enp,58,2,11,Walrenk,Walrenk,11,Walrenk,Walrenk,50,Burocca,Burocca,50,Burocca,Burocca,255,None,None,255,None,None,255,None,None,255,None,None
10,a115b_ep.enp,73,2,21,Feralisk,Feralisk,26,Baroo,Baroo,26,Baroo,Baroo,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,a115b_ep.enp,58,2,21,Feralisk,Feralisk,26,Baroo,Baroo,26,Baroo,Baroo,26,Baroo,Baroo,255,None,None,255,None,None,255,None,None,255,None,None
12,a115b_ep.enp,58,2,21,Feralisk,Feralisk,21,Feralisk,Feralisk,26,Baroo,Baroo,26,Baroo,Baroo,255,None,None,255,None,None,255,None,None,255,None,None
13,a115b_ep.enp,58,2,11,Walrenk,Walrenk,50,Burocca,Burocca,26,Baroo,Baroo,26,Baroo,Baroo,255,None,None,255,None,None,255,None,None,255,None,None
14,a115b_ep.enp,58,2,11,Walrenk,Walrenk,50,Burocca,Burocca,50,Burocca,Burocca,21,Feralisk,Feralisk,255,None,None,255,None,None,255,None,None,255,None,None
15,a115b_ep.enp,58,2,11,Walrenk,Walrenk,21,Feralisk,Feralisk,26,Baroo,Baroo,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
16,a115b_ep.enp,58,2,50,Burocca,Burocca,21,Feralisk,Feralisk,26,Baroo,Baroo,26,Baroo,Baroo,255,None,None,255,None,None,255,None,None,255,None,None
17,a115b_ep.enp,78,2,20,Centralk,Centralk,20,Centralk,Centralk,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
18,a115b_ep.enp,78,2,20,Centralk,Centralk,20,Centralk,Centralk,20,Centralk,Centralk,20,Centralk,Centralk,255,None,None,255,None,None,255,None,None,255,None,None
19,a115b_ep.enp,58,2,20,Centralk,Centralk,20,Centralk,Centralk,20,Centralk,Centralk,20,Centralk,Centralk,20,Centralk,Centralk,20,Centralk,Centralk,255,None,None,255,None,None
20,a115b_ep.enp,68,2,20,Centralk,Centralk,50,Burocca,Burocca,50,Burocca,Burocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
21,a115b_ep.enp,58,2,20,Centralk,Centralk,20,Centralk,Centralk,50,Burocca,Burocca,50,Burocca,Burocca,255,None,None,255,None,None,255,None,None,255,None,None
22,a115b_ep.enp,73,2,20,Centralk,Centralk,26,Baroo,Baroo,26,Baroo,Baroo,26,Baroo,Baroo,255,None,None,255,None,None,255,None,None,255,None,None
23,a115b_ep.enp,73,2,20,Centralk,Centralk,20,Centralk,Centralk,26,Baroo,Baroo,26,Baroo,Baroo,255,None,None,255,None,None,255,None,None,255,None,None
24,a115b_ep.enp,73,2,20,Centralk,Centralk,21,Feralisk,Feralisk,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
25,a115b_ep.enp,73,2,20,Centralk,Centralk,21,Feralisk,Feralisk,21,Feralisk,Feralisk,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
26,a115b_ep.enp,58,2,20,Centralk,Centralk,20,Centralk,Centralk,11,Walrenk,Walrenk,11,Walrenk,Walrenk,255,None,None,255,None,None,255,None,None,255,None,None
27,a115b_ep.enp,58,2,20,Centralk,Centralk,11,Walrenk,Walrenk,50,Burocca,Burocca,50,Burocca,Burocca,255,None,None,255,None,None,255,None,None,255,None,None
28,a115b_ep.enp,58,2,20,Centralk,Centralk,20,Centralk,Centralk,11,Walrenk,Walrenk,50,Burocca,Burocca,255,None,None,255,None,None,255,None,None,255,None,None
29,a115b_ep.enp,58,2,20,Centralk,Centralk,21,Feralisk,Feralisk,26,Baroo,Baroo,26,Baroo,Baroo,255,None,None,255,None,None,255,None,None,255,None,None
30,a115b_ep.enp,58,2,20,Centralk,Centralk,20,Centralk,Centralk,21,Feralisk,Feralisk,26,Baroo,Baroo,26,Baroo,Baroo,255,None,None,255,None,None,255,None,None
31,a115b_ep.enp,58,2,20,Centralk,Centralk,20,Centralk,Centralk,50,Burocca,Burocca,50,Burocca,Burocca,26,Baroo,Baroo,26,Baroo,Baroo,255,None,None,255,None,None
0,a116a_ep.enp,67,2,99,Kantor L13,Kantor L13,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,a116a_ep.enp,62,2,104,Shock Troop,Veles,104,Shock Troop,Veles,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
2,a116a_ep.enp,62,2,104,Shock Troop,Veles,104,Shock Troop,Veles,104,Shock Troop,Veles,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,a116a_ep.enp,62,2,104,Shock Troop,Veles,104,Shock Troop,Veles,104,Shock Troop,Veles,104,Shock Troop,Veles,255,None,None,255,None,None,255,None,None,255,None,None
4,a116a_ep.enp,72,2,102,Officer,Executor,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a116a_ep.enp,67,2,102,Officer,Executor,102,Officer,Executor,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,a116a_ep.enp,57,2,102,Officer,Executor,102,Officer,Executor,102,Officer,Executor,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,a116a_ep.enp,52,2,102,Officer,Executor,102,Officer,Executor,102,Officer,Executor,102,Officer,Executor,255,None,None,255,None,None,255,None,None,255,None,None
8,a116a_ep.enp,62,2,103,Mage Warden L13,Custodiae L13,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
9,a116a_ep.enp,62,2,103,Mage Warden L13,Custodiae L13,103,Mage Warden L13,Custodiae L13,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
10,a116a_ep.enp,57,2,103,Mage Warden L13,Custodiae L13,103,Mage Warden L13,Custodiae L13,103,Mage Warden L13,Custodiae L13,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,a116a_ep.enp,52,2,103,Mage Warden L13,Custodiae L13,103,Mage Warden L13,Custodiae L13,103,Mage Warden L13,Custodiae L13,103,Mage Warden L13,Custodiae L13,255,None,None,255,None,None,255,None,None,255,None,None
12,a116a_ep.enp,62,2,102,Officer,Executor,104,Shock Troop,Veles,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
13,a116a_ep.enp,67,2,102,Officer,Executor,104,Shock Troop,Veles,104,Shock Troop,Veles,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
14,a116a_ep.enp,62,2,102,Officer,Executor,104,Shock Troop,Veles,104,Shock Troop,Veles,104,Shock Troop,Veles,255,None,None,255,None,None,255,None,None,255,None,None
15,a116a_ep.enp,57,2,102,Officer,Executor,102,Officer,Executor,104,Shock Troop,Veles,104,Shock Troop,Veles,255,None,None,255,None,None,255,None,None,255,None,None
16,a116a_ep.enp,62,2,103,Mage Warden L13,Custodiae L13,104,Shock Troop,Veles,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
17,a116a_ep.enp,67,2,103,Mage Warden L13,Custodiae L13,104,Shock Troop,Veles,104,Shock Troop,Veles,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
18,a116a_ep.enp,62,2,103,Mage Warden L13,Custodiae L13,104,Shock Troop,Veles,104,Shock Troop,Veles,104,Shock Troop,Veles,255,None,None,255,None,None,255,None,None,255,None,None
19,a116a_ep.enp,62,2,103,Mage Warden L13,Custodiae L13,103,Mage Warden L13,Custodiae L13,104,Shock Troop,Veles,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
20,a116a_ep.enp,52,2,103,Mage Warden L13,Custodiae L13,103,Mage Warden L13,Custodiae L13,103,Mage Warden L13,Custodiae L13,104,Shock Troop,Veles,255,None,None,255,None,None,255,None,None,255,None,None
21,a116a_ep.enp,57,2,103,Mage Warden L13,Custodiae L13,103,Mage Warden L13,Custodiae L13,104,Shock Troop,Veles,104,Shock Troop,Veles,255,None,None,255,None,None,255,None,None,255,None,None
22,a116a_ep.enp,62,2,102,Officer,Executor,103,Mage Warden L13,Custodiae L13,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
23,a116a_ep.enp,57,2,102,Officer,Executor,103,Mage Warden L13,Custodiae L13,103,Mage Warden L13,Custodiae L13,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
24,a116a_ep.enp,52,2,102,Officer,Executor,103,Mage Warden L13,Custodiae L13,103,Mage Warden L13,Custodiae L13,103,Mage Warden L13,Custodiae L13,255,None,None,255,None,None,255,None,None,255,None,None
25,a116a_ep.enp,57,2,102,Officer,Executor,102,Officer,Executor,103,Mage Warden L13,Custodiae L13,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
26,a116a_ep.enp,52,2,102,Officer,Executor,102,Officer,Executor,102,Officer,Executor,103,Mage Warden L13,Custodiae L13,255,None,None,255,None,None,255,None,None,255,None,None
27,a116a_ep.enp,52,2,102,Officer,Executor,102,Officer,Executor,103,Mage Warden L13,Custodiae L13,103,Mage Warden L13,Custodiae L13,255,None,None,255,None,None,255,None,None,255,None,None
28,a116a_ep.enp,67,2,75,Destroyer L13b,Eversor L13b,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
29,a116a_ep.enp,67,2,75,Destroyer L13b,Eversor L13b,75,Destroyer L13b,Eversor L13b,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
