Entry ID,Magic EXP,Chara. #0 ID,[Chara. #0 name],Chara. #0 X,Chara. #0 Z,Chara. #1 ID,[Chara. #1 name],Chara. #1 X,Chara. #1 Z,Chara. #2 ID,[Chara. #2 name],Chara. #2 X,Chara. #2 Z,Chara. #3 ID,[Chara. #3 name],Chara. #3 X,Chara. #3 Z,Enemy #0 ID,[JP enemy #0 name],[EU enemy #0 name],Enemy #0 X,Enemy #0 Z,Enemy #1 ID,[JP enemy #1 name],[EU enemy #1 name],Enemy #1 X,Enemy #1 Z,Enemy #2 ID,[JP enemy #2 name],[EU enemy #2 name],Enemy #2 X,Enemy #2 Z,Enemy #3 ID,[JP enemy #3 name],[EU enemy #3 name],Enemy #3 X,Enemy #3 Z,Enemy #4 ID,[JP enemy #4 name],[EU enemy #4 name],Enemy #4 X,Enemy #4 Z,Enemy #5 ID,[JP enemy #5 name],[EU enemy #5 name],Enemy #5 X,Enemy #5 Z,Enemy #6 ID,[JP enemy #6 name],[EU enemy #6 name],Enemy #6 X,Enemy #6 Z,Party vigor,Defeat cond. ID,[Defeat cond. name],Escape cond. ID,[Escape cond. name],BGM ID
161,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,232,Lord Bane,Lord Bane,5,2,252,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,242,1,May try again,1,Cannot escape,-1
162,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,228,Lord Bane,Lord Bane,5,2,251,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,170,1,May try again,1,Cannot escape,-1
163,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,229,Lord Bane,Lord Bane,5,2,251,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,182,1,May try again,1,Cannot escape,-1
164,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,230,Lord Bane,Lord Bane,5,2,252,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,202,1,May try again,1,Cannot escape,-1
165,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,231,Lord Bane,Lord Bane,5,2,252,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,222,1,May try again,1,Cannot escape,-1
166,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,232,Lord Bane,Lord Bane,5,2,252,Zivilyn Bane,Zivilyn Bane,5,4,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,242,1,May try again,1,Cannot escape,-1
167,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,238,Vigoro,Vigoro,5,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,210,1,May try again,1,Cannot escape,-1
168,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,239,Vigoro,Vigoro,5,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,86,1,May try again,1,Cannot escape,-1
169,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,240,Vigoro,Vigoro,5,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,106,1,May try again,1,Cannot escape,-1
170,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,241,Vigoro,Vigoro,5,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,126,1,May try again,1,Cannot escape,-1
171,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,242,Vigoro,Vigoro,5,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,146,1,May try again,1,Cannot escape,-1
172,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,238,Vigoro,Vigoro,5,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,210,1,May try again,1,Cannot escape,-1
173,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,239,Vigoro,Vigoro,5,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,86,1,May try again,1,Cannot escape,-1
174,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,240,Vigoro,Vigoro,5,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,106,1,May try again,1,Cannot escape,-1
175,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,241,Vigoro,Vigoro,5,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,126,1,May try again,1,Cannot escape,-1
176,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,242,Vigoro,Vigoro,5,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,146,1,May try again,1,Cannot escape,-1
177,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,238,Vigoro,Vigoro,5,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,210,1,May try again,1,Cannot escape,-1
178,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,239,Vigoro,Vigoro,5,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,86,1,May try again,1,Cannot escape,-1
179,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,240,Vigoro,Vigoro,5,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,106,1,May try again,1,Cannot escape,-1
180,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,241,Vigoro,Vigoro,5,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,126,1,May try again,1,Cannot escape,-1
181,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,242,Vigoro,Vigoro,5,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,146,1,May try again,1,Cannot escape,-1
182,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,158,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,58,1,May try again,1,Cannot escape,-1
183,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,159,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,82,1,May try again,1,Cannot escape,-1
184,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,160,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,102,1,May try again,1,Cannot escape,-1
185,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,161,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,122,1,May try again,1,Cannot escape,-1
186,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,162,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,142,1,May try again,1,Cannot escape,-1
187,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,158,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,58,1,May try again,1,Cannot escape,-1
188,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,159,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,82,1,May try again,1,Cannot escape,-1
189,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,160,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,102,1,May try again,1,Cannot escape,-1
190,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,161,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,122,1,May try again,1,Cannot escape,-1
191,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,162,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,142,1,May try again,1,Cannot escape,-1
192,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,158,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,58,1,May try again,1,Cannot escape,-1
193,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,159,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,82,1,May try again,1,Cannot escape,-1
194,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,160,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,102,1,May try again,1,Cannot escape,-1
195,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,161,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,122,1,May try again,1,Cannot escape,-1
196,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,162,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,142,1,May try again,1,Cannot escape,-1
197,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,158,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,58,1,May try again,1,Cannot escape,-1
198,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,159,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,82,1,May try again,1,Cannot escape,-1
199,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,160,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,102,1,May try again,1,Cannot escape,-1
200,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,161,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,122,1,May try again,1,Cannot escape,-1
201,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,162,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,142,1,May try again,1,Cannot escape,-1
202,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,163,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,118,1,May try again,1,Cannot escape,-1
203,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,164,Piastol,Piastol,6,2,244,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,142,1,May try again,1,Cannot escape,-1
204,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,165,Spell Warden,Venificus,6,2,244,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,162,1,May try again,1,Cannot escape,-1
205,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,166,Spell Warden,Venificus,6,2,244,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,182,1,May try again,1,Cannot escape,-1
206,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,167,Royal Guard,Sceptrum Praeses,6,2,244,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,202,1,May try again,1,Cannot escape,-1
207,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,163,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,118,1,May try again,1,Cannot escape,-1
208,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,164,Piastol,Piastol,6,2,244,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,142,1,May try again,1,Cannot escape,-1
209,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,165,Spell Warden,Venificus,6,2,244,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,162,1,May try again,1,Cannot escape,-1
210,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,166,Spell Warden,Venificus,6,2,244,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,182,1,May try again,1,Cannot escape,-1
211,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,167,Royal Guard,Sceptrum Praeses,6,2,244,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,202,1,May try again,1,Cannot escape,-1
212,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,163,Piastol,Piastol,6,2,243,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,118,1,May try again,1,Cannot escape,-1
213,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,164,Piastol,Piastol,6,2,244,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,142,1,May try again,1,Cannot escape,-1
214,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,165,Spell Warden,Venificus,6,2,244,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,162,1,May try again,1,Cannot escape,-1
215,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,166,Spell Warden,Venificus,6,2,244,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,182,1,May try again,1,Cannot escape,-1
216,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,167,Royal Guard,Sceptrum Praeses,6,2,244,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,202,1,May try again,1,Cannot escape,-1
217,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,168,Piastol,Piastol,6,2,245,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,142,1,May try again,1,Cannot escape,-1
218,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,169,Kantor,Kantor,6,2,245,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,162,1,May try again,1,Cannot escape,-1
219,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,170,Kantor,Kantor,6,2,245,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,182,1,May try again,1,Cannot escape,-1
220,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,171,Kantor,Kantor,6,2,245,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,202,1,May try again,1,Cannot escape,-1
221,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,172,Polraxis,Polraxis,6,2,245,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,222,1,May try again,1,Cannot escape,-1
222,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,168,Piastol,Piastol,6,2,245,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,142,1,May try again,1,Cannot escape,-1
223,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,169,Kantor,Kantor,6,2,245,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,162,1,May try again,1,Cannot escape,-1
224,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,170,Kantor,Kantor,6,2,245,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,182,1,May try again,1,Cannot escape,-1
225,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,171,Kantor,Kantor,6,2,245,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,202,1,May try again,1,Cannot escape,-1
226,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,172,Polraxis,Polraxis,6,2,245,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,222,1,May try again,1,Cannot escape,-1
227,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,168,Piastol,Piastol,6,2,245,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,142,1,May try again,1,Cannot escape,-1
228,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,169,Kantor,Kantor,6,2,245,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,162,1,May try again,1,Cannot escape,-1
229,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,170,Kantor,Kantor,6,2,245,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,182,1,May try again,1,Cannot escape,-1
230,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,171,Kantor,Kantor,6,2,245,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,202,1,May try again,1,Cannot escape,-1
231,10,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,172,Polraxis,Polraxis,6,2,245,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,222,1,May try again,1,Cannot escape,-1
232,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,173,Piastol,Piastol,6,2,246,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,158,1,May try again,1,Cannot escape,-1
233,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,174,Polraxis,Polraxis,6,2,246,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,182,1,May try again,1,Cannot escape,-1
234,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,175,Polraxis,Polraxis,6,2,246,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,202,1,May try again,1,Cannot escape,-1
235,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,176,Piastol,Piastol,6,2,246,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,222,1,May try again,1,Cannot escape,-1
236,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,177,Piastol,Piastol,6,2,246,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,242,1,May try again,1,Cannot escape,-1
237,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,173,Piastol,Piastol,6,2,246,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,158,1,May try again,1,Cannot escape,-1
238,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,174,Polraxis,Polraxis,6,2,246,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,182,1,May try again,1,Cannot escape,-1
239,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,175,Polraxis,Polraxis,6,2,246,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,202,1,May try again,1,Cannot escape,-1
240,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,176,Piastol,Piastol,6,2,246,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,222,1,May try again,1,Cannot escape,-1
241,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,177,Piastol,Piastol,6,2,246,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,242,1,May try again,1,Cannot escape,-1
242,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,173,Piastol,Piastol,6,2,246,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,158,1,May try again,1,Cannot escape,-1
243,12,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,174,Polraxis,Polraxis,6,2,246,DeathHound,DeathHound,4,2,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,255,None,None,-1,-1,182,1,May try again,1,Cannot escape,-1
