Entry ID,[Filter],[EC ID],[EC JP Name],[Finalized],Type ID,[Type Name],Task ID,[Task Name],Param ID,[Param Name]
1000,*,153,Ramirez L39,False,0,Branch,23,Rating 30%,5600,Go to 5600
1100,*,153,Ramirez L39,False,0,Branch,11,Turn 1,1400,Go to 1400
1200,*,153,Ramirez L39,False,0,Branch,12,Turn 2,1600,Go to 1600
1300,*,153,Ramirez L39,False,0,Branch,30,Always,1800,Go to 1800
1400,*,153,Ramirez L39,False,0,Branch,25,Rating 50%,5400,Go to 5400
1500,*,153,Ramirez L39,False,0,Branch,30,Always,3400,Go to 3400
1600,*,153,Ramirez L39,False,0,Branch,35,Used State Spells ≥ 1,3400,Go to 3400
1700,*,153,Ramirez L39,False,0,Branch,30,Always,5400,Go to 5400
1800,*,153,Ramirez L39,False,0,Branch,56,All PCs Have Weak?,2000,Go to 2000
1900,*,153,Ramirez L39,False,0,Branch,22,Rating 20%,5400,Go to 5400
2000,*,153,Ramirez L39,False,0,Branch,13,Turn 3,2300,Go to 2300
2100,*,153,Ramirez L39,False,0,Branch,14,Turn 4,2500,Go to 2500
2200,*,153,Ramirez L39,False,0,Branch,30,Always,2600,Go to 2600
2300,*,153,Ramirez L39,False,0,Branch,25,Rating 50%,5900,Go to 5900
2400,*,153,Ramirez L39,False,0,Branch,30,Always,3400,Go to 3400
2500,*,153,Ramirez L39,False,0,Branch,61,Has No Regenerate?,5900,Go to 5900
2600,*,153,Ramirez L39,False,0,Branch,61,Has No Regenerate?,2800,Go to 2800
2700,*,153,Ramirez L39,False,0,Branch,30,Always,3400,Go to 3400
2800,*,153,Ramirez L39,False,0,Branch,2,HP < 25%,3100,Go to 3100
2900,*,153,Ramirez L39,False,0,Branch,1,HP < 50%,3200,Go to 3200
3000,*,153,Ramirez L39,False,0,Branch,30,Always,3300,Go to 3300
3100,*,153,Ramirez L39,False,0,Branch,21,Rating 10%,5900,Go to 5900
3200,*,153,Ramirez L39,False,0,Branch,21,Rating 10%,5900,Go to 5900
3300,*,153,Ramirez L39,False,0,Branch,22,Rating 20%,5900,Go to 5900
3400,*,153,Ramirez L39,False,0,Branch,65,PCs Alive = 4,3800,Go to 3800
3500,*,153,Ramirez L39,False,0,Branch,64,PCs Alive = 3,3900,Go to 3900
3600,*,153,Ramirez L39,False,0,Branch,63,PCs Alive = 2,4000,Go to 4000
3700,*,153,Ramirez L39,False,0,Branch,30,Always,4900,Go to 4900
3800,*,153,Ramirez L39,False,0,Branch,22,Rating 20%,5800,Go to 5800
3900,*,153,Ramirez L39,False,0,Branch,21,Rating 10%,5800,Go to 5800
4000,*,153,Ramirez L39,False,0,Branch,21,Rating 10%,5800,Go to 5800
4100,*,153,Ramirez L39,False,0,Branch,49,Used Spell?,4300,Go to 4300
4200,*,153,Ramirez L39,False,0,Branch,23,Rating 30%,5500,Go to 5500
4300,*,153,Ramirez L39,False,0,Branch,50,Used S-Move?,4500,Go to 4500
4400,*,153,Ramirez L39,False,0,Branch,25,Rating 50%,5700,Go to 5700
4500,*,153,Ramirez L39,False,0,Branch,23,Rating 30%,5800,Go to 5800
4600,*,153,Ramirez L39,False,0,Branch,25,Rating 50%,5700,Go to 5700
4700,*,153,Ramirez L39,False,0,Branch,27,Rating 70%,5500,Go to 5500
4800,*,153,Ramirez L39,False,0,Branch,30,Always,5300,Go to 5300
4900,*,153,Ramirez L39,False,0,Branch,21,Rating 10%,5800,Go to 5800
5000,*,153,Ramirez L39,False,0,Branch,23,Rating 30%,5700,Go to 5700
5100,*,153,Ramirez L39,False,0,Branch,24,Rating 40%,5500,Go to 5500
5200,*,153,Ramirez L39,False,0,Branch,30,Always,5300,Go to 5300
5300,*,153,Ramirez L39,False,1,Action,550,Attack,2,Random PC
5400,*,153,Ramirez L39,False,1,Action,505,Drilnos,-1,None
5500,*,153,Ramirez L39,False,1,Action,519,Eternum,2,Random PC
5600,*,153,Ramirez L39,False,1,Action,46,Destruction,-1,None
5700,*,153,Ramirez L39,False,1,Action,48,Silver Tundra,2,Random PC
5800,*,153,Ramirez L39,False,1,Action,90,Silver Eclipse,-1,None
5900,*,153,Ramirez L39,False,1,Action,94,Lunar Blessing,-1,None
100,*,154,Eliminator,False,0,Branch,48,Used Target Search?,800,Go to 800
200,*,154,Eliminator,False,0,Branch,11,Turn 1,1100,Go to 1100
300,*,154,Eliminator,False,0,Branch,5,Got Hit by Spell?,1100,Go to 1100
400,*,154,Eliminator,False,0,Branch,23,Rating 30%,1100,Go to 1100
500,*,154,Eliminator,False,0,Branch,22,Rating 20%,1200,Go to 1200
600,*,154,Eliminator,False,0,Branch,22,Rating 20%,1300,Go to 1300
700,*,154,Eliminator,False,0,Branch,30,Always,1000,Go to 1000
800,*,154,Eliminator,False,0,Branch,25,Rating 50%,1200,Go to 1200
900,*,154,Eliminator,False,0,Branch,30,Always,1300,Go to 1300
1000,*,154,Eliminator,False,1,Action,550,Attack,2,Random PC
1100,*,154,Eliminator,False,1,Action,9,Target Search,-1,None
1200,*,154,Eliminator,False,1,Action,99,Blaster,2,Random PC
1300,*,154,Eliminator,False,1,Action,31,Laser Blast,13,PC W/O Stone
0,*,155,Gordo,True,0,Branch,11,Turn 1,600,Go to 600
10,*,155,Gordo,True,0,Branch,16,Has Silence?,500,Go to 500
20,*,155,Gordo,True,0,Branch,1,HP < 50%,100,Go to 100
30,*,155,Gordo,True,0,Branch,0,HP = 100%,300,Go to 300
40,*,155,Gordo,True,0,Branch,30,Always,200,Go to 200
100,*,155,Gordo,True,0,Branch,17,ECs Alive = 1,200,Go to 200
110,*,155,Gordo,True,0,Branch,24,Rating 40%,10020,Sacrum
200,*,155,Gordo,True,0,Branch,25,Rating 50%,10020,Sacrum
300,*,155,Gordo,True,0,Branch,17,ECs Alive = 1,600,Go to 600
310,*,155,Gordo,True,0,Branch,25,Rating 50%,400,Go to 400
320,*,155,Gordo,True,0,Branch,38,Any EC HP < 50%,10020,Sacrum
400,*,155,Gordo,True,0,Branch,49,Used Spell?,600,Go to 600
410,*,155,Gordo,True,0,Branch,25,Rating 50%,10020,Sacrum
420,*,155,Gordo,True,0,Branch,30,Always,600,Go to 600
500,*,155,Gordo,True,0,Branch,55,Used Digest?,600,Go to 600
510,*,155,Gordo,True,0,Branch,14,Turn 4,10030,Digest
520,*,155,Gordo,True,0,Branch,15,Turn 8,10030,Digest
530,*,155,Gordo,True,0,Branch,1,HP < 50%,600,Go to 600
540,*,155,Gordo,True,0,Branch,37,Turn ≥ 5,560,Go to 560
550,*,155,Gordo,True,0,Branch,30,Always,600,Go to 600
560,*,155,Gordo,True,0,Branch,22,Rating 20%,10030,Digest
600,*,155,Gordo,True,0,Branch,1,HP < 50%,2000,Go to 2000
1000,*,155,Gordo,True,0,Branch,19,SP ≤ 50%,1020,Go to 1020
1010,*,155,Gordo,True,0,Branch,22,Rating 20%,10010,Guard
1020,*,155,Gordo,True,0,Branch,21,Rating 10%,10010,Guard
1100,*,155,Gordo,True,0,Branch,11,Turn 1,1130,Go to 1130
1105,*,155,Gordo,True,0,Branch,55,Used Digest?,1120,Go to 1120
1110,*,155,Gordo,True,0,Branch,50,Used S-Move?,1130,Go to 1130
1120,*,155,Gordo,True,0,Branch,27,Rating 70%,10040,Loqua Spray
1130,*,155,Gordo,True,0,Branch,27,Rating 70%,10000,Attack
1140,*,155,Gordo,True,0,Branch,62,PCs Alive = 1,10000,Attack
1150,*,155,Gordo,True,0,Branch,63,PCs Alive = 2,10000,Attack
1160,*,155,Gordo,True,0,Branch,30,Always,10040,Loqua Spray
2000,*,155,Gordo,True,0,Branch,62,PCs Alive = 1,2030,Go to 2030
2010,*,155,Gordo,True,0,Branch,63,PCs Alive = 2,2030,Go to 2030
2020,*,155,Gordo,True,0,Branch,23,Rating 30%,10040,Loqua Spray
2030,*,155,Gordo,True,0,Branch,23,Rating 30%,10040,Loqua Spray
10000,*,155,Gordo,True,1,Action,550,Attack,2,Random PC
10010,*,155,Gordo,True,1,Action,551,Guard,-1,None
10020,*,155,Gordo,True,1,Action,508,Sacrum,-1,None
10030,*,155,Gordo,True,1,Action,63,Digest,-1,None
10040,*,155,Gordo,True,1,Action,182,Loqua Spray,-1,None
1000,*,156,Mad Chef,True,0,Branch,16,Has Silence?,1300,Go to 1300
1010,*,156,Mad Chef,True,0,Branch,17,ECs Alive = 1,1040,Go to 1040
1020,*,156,Mad Chef,True,0,Branch,62,PCs Alive = 1,1300,Go to 1300
1030,*,156,Mad Chef,True,0,Branch,63,PCs Alive = 2,1300,Go to 1300
1040,*,156,Mad Chef,True,0,Branch,69,EC Slots < 8 and Danger ≤ 3000,1100,Go to 1100
1045,*,156,Mad Chef,True,0,Branch,49,Used Spell?,1300,Go to 1300
1050,*,156,Mad Chef,True,0,Branch,30,Always,1200,Go to 1200
1100,*,156,Mad Chef,True,0,Branch,26,Rating 40%,10020,Pyres
1200,*,156,Mad Chef,True,0,Branch,26,Rating 30%,10020,Pyres
1300,*,156,Mad Chef,True,0,Branch,21,Rating 10%,10010,Guard
10000,*,156,Mad Chef,True,1,Action,550,Attack,2,Random PC
10010,*,156,Mad Chef,True,1,Action,551,Guard,-1,None
10020,*,156,Mad Chef,True,1,Action,524,Pyres,-1,None
100,*,157,Ramirez L40,False,0,Branch,60,Destruction on Recharge?,1100,Go to 1100
200,*,157,Ramirez L40,False,0,Branch,57,Any PC Has Strengthen?,400,Go to 400
300,*,157,Ramirez L40,False,0,Branch,30,Always,500,Go to 500
400,*,157,Ramirez L40,False,0,Branch,22,Rating 20%,4000,Go to 4000
500,*,157,Ramirez L40,False,0,Branch,58,Any PC Has Quickened?,700,Go to 700
600,*,157,Ramirez L40,False,0,Branch,30,Always,800,Go to 800
700,*,157,Ramirez L40,False,0,Branch,22,Rating 20%,4000,Go to 4000
800,*,157,Ramirez L40,False,0,Branch,59,Any PC Has Regenerate?,1000,Go to 1000
900,*,157,Ramirez L40,False,0,Branch,30,Always,1100,Go to 1100
1000,*,157,Ramirez L40,False,0,Branch,22,Rating 20%,4000,Go to 4000
1100,*,157,Ramirez L40,False,0,Branch,62,PCs Alive = 1,3200,Go to 3200
1200,*,157,Ramirez L40,False,0,Branch,11,Turn 1,1500,Go to 1500
1300,*,157,Ramirez L40,False,0,Branch,12,Turn 2,1700,Go to 1700
1400,*,157,Ramirez L40,False,0,Branch,30,Always,1900,Go to 1900
1500,*,157,Ramirez L40,False,0,Branch,25,Rating 50%,3600,Go to 3600
1600,*,157,Ramirez L40,False,0,Branch,30,Always,3800,Go to 3800
1700,*,157,Ramirez L40,False,0,Branch,35,Used State Spells ≥ 1,3800,Go to 3800
1800,*,157,Ramirez L40,False,0,Branch,30,Always,3600,Go to 3600
1900,*,157,Ramirez L40,False,0,Branch,50,Used S-Move?,2200,Go to 2200
2000,*,157,Ramirez L40,False,0,Branch,23,Rating 30%,3800,Go to 3800
2100,*,157,Ramirez L40,False,0,Branch,24,Rating 40%,3900,Go to 3900
2200,*,157,Ramirez L40,False,0,Branch,56,All PCs Have Weak?,2400,Go to 2400
2300,*,157,Ramirez L40,False,0,Branch,22,Rating 20%,3600,Go to 3600
2400,*,157,Ramirez L40,False,0,Branch,49,Used Spell?,2600,Go to 2600
2500,*,157,Ramirez L40,False,0,Branch,22,Rating 20%,3700,Go to 3700
2600,*,157,Ramirez L40,False,0,Branch,23,Rating 30%,3500,Go to 3500
2700,*,157,Ramirez L40,False,0,Branch,21,Rating 10%,3600,Go to 3600
2800,*,157,Ramirez L40,False,0,Branch,21,Rating 10%,3700,Go to 3700
2900,*,157,Ramirez L40,False,0,Branch,23,Rating 30%,3800,Go to 3800
3000,*,157,Ramirez L40,False,0,Branch,24,Rating 40%,3900,Go to 3900
3100,*,157,Ramirez L40,False,0,Branch,30,Always,4000,Go to 4000
3200,*,157,Ramirez L40,False,0,Branch,26,Rating 60%,3500,Go to 3500
3300,*,157,Ramirez L40,False,0,Branch,24,Rating 40%,3700,Go to 3700
3400,*,157,Ramirez L40,False,0,Branch,30,Always,3900,Go to 3900
3500,*,157,Ramirez L40,False,1,Action,550,Attack,2,Random PC
3600,*,157,Ramirez L40,False,1,Action,505,Drilnos,-1,None
3700,*,157,Ramirez L40,False,1,Action,519,Eternum,2,Random PC
3800,*,157,Ramirez L40,False,1,Action,83,Silver Nightmare,24,PC W/O Stone
3900,*,157,Ramirez L40,False,1,Action,84,Silver Binds,2,Random PC
4000,*,157,Ramirez L40,False,1,Action,86,Destruction,-1,None
100,*,158,Piastol A15,False,0,Branch,2,HP < 25%,2300,Go to 2300
200,*,158,Piastol A15,False,0,Branch,17,ECs Alive = 1,2600,Go to 2600
300,*,158,Piastol A15,False,0,Branch,19,SP ≤ 50%,500,Go to 500
400,*,158,Piastol A15,False,0,Branch,30,Always,2600,Go to 2600
500,*,158,Piastol A15,False,0,Branch,1,HP < 50%,1600,Go to 1600
600,*,158,Piastol A15,False,0,Branch,50,Used S-Move?,1500,Go to 1500
700,*,158,Piastol A15,False,0,Branch,49,Used Spell?,1200,Go to 1200
800,*,158,Piastol A15,False,0,Branch,23,Rating 30%,3300,Go to 3300
900,*,158,Piastol A15,False,0,Branch,26,Rating 60%,3200,Go to 3200
1000,*,158,Piastol A15,False,0,Branch,24,Rating 40%,3400,Go to 3400
1100,*,158,Piastol A15,False,0,Branch,30,Always,3500,Go to 3500
1200,*,158,Piastol A15,False,0,Branch,24,Rating 40%,3300,Go to 3300
1300,*,158,Piastol A15,False,0,Branch,26,Rating 60%,3200,Go to 3200
1400,*,158,Piastol A15,False,0,Branch,30,Always,3600,Go to 3600
1500,*,158,Piastol A15,False,0,Branch,23,Rating 30%,3200,Go to 3200
1600,*,158,Piastol A15,False,0,Branch,24,Rating 40%,3400,Go to 3400
1700,*,158,Piastol A15,False,0,Branch,30,Always,3500,Go to 3500
1800,*,158,Piastol A15,False,0,Branch,21,Rating 10%,3300,Go to 3300
1900,*,158,Piastol A15,False,0,Branch,22,Rating 20%,3200,Go to 3200
2000,*,158,Piastol A15,False,0,Branch,24,Rating 40%,3600,Go to 3600
2100,*,158,Piastol A15,False,0,Branch,24,Rating 40%,3400,Go to 3400
2200,*,158,Piastol A15,False,0,Branch,30,Always,3500,Go to 3500
2300,*,158,Piastol A15,False,0,Branch,25,Rating 50%,3300,Go to 3300
2400,*,158,Piastol A15,False,0,Branch,22,Rating 20%,3600,Go to 3600
2500,*,158,Piastol A15,False,0,Branch,30,Always,3400,Go to 3400
2600,*,158,Piastol A15,False,0,Branch,50,Used S-Move?,3000,Go to 3000
2700,*,158,Piastol A15,False,0,Branch,49,Used Spell?,2800,Go to 2800
2800,*,158,Piastol A15,False,0,Branch,28,Rating 80%,3300,Go to 3300
2900,*,158,Piastol A15,False,0,Branch,30,Always,3200,Go to 3200
3000,*,158,Piastol A15,False,0,Branch,26,Rating 60%,3400,Go to 3400
3100,*,158,Piastol A15,False,0,Branch,30,Always,3500,Go to 3500
3200,*,158,Piastol A15,False,1,Action,550,Attack,2,Random PC
3300,*,158,Piastol A15,False,1,Action,302,Tempest Dance,2,Random PC
3400,*,158,Piastol A15,False,1,Action,517,Eterni,2,Random PC
3500,*,158,Piastol A15,False,1,Action,520,Wevli,2,Random PC
3600,*,158,Piastol A15,False,1,Action,551,Guard,-1,None
100,*,159,Piastol A18,False,0,Branch,2,HP < 25%,2300,Go to 2300
200,*,159,Piastol A18,False,0,Branch,17,ECs Alive = 1,2600,Go to 2600
300,*,159,Piastol A18,False,0,Branch,19,SP ≤ 50%,500,Go to 500
400,*,159,Piastol A18,False,0,Branch,30,Always,2600,Go to 2600
500,*,159,Piastol A18,False,0,Branch,1,HP < 50%,1600,Go to 1600
600,*,159,Piastol A18,False,0,Branch,50,Used S-Move?,1500,Go to 1500
700,*,159,Piastol A18,False,0,Branch,49,Used Spell?,1200,Go to 1200
800,*,159,Piastol A18,False,0,Branch,23,Rating 30%,3300,Go to 3300
900,*,159,Piastol A18,False,0,Branch,26,Rating 60%,3200,Go to 3200
1000,*,159,Piastol A18,False,0,Branch,24,Rating 40%,3400,Go to 3400
1100,*,159,Piastol A18,False,0,Branch,30,Always,3500,Go to 3500
1200,*,159,Piastol A18,False,0,Branch,24,Rating 40%,3300,Go to 3300
1300,*,159,Piastol A18,False,0,Branch,26,Rating 60%,3200,Go to 3200
1400,*,159,Piastol A18,False,0,Branch,30,Always,3600,Go to 3600
1500,*,159,Piastol A18,False,0,Branch,23,Rating 30%,3200,Go to 3200
1600,*,159,Piastol A18,False,0,Branch,24,Rating 40%,3400,Go to 3400
1700,*,159,Piastol A18,False,0,Branch,30,Always,3500,Go to 3500
1800,*,159,Piastol A18,False,0,Branch,21,Rating 10%,3300,Go to 3300
1900,*,159,Piastol A18,False,0,Branch,22,Rating 20%,3200,Go to 3200
2000,*,159,Piastol A18,False,0,Branch,24,Rating 40%,3600,Go to 3600
2100,*,159,Piastol A18,False,0,Branch,24,Rating 40%,3400,Go to 3400
2200,*,159,Piastol A18,False,0,Branch,30,Always,3500,Go to 3500
2300,*,159,Piastol A18,False,0,Branch,25,Rating 50%,3300,Go to 3300
2400,*,159,Piastol A18,False,0,Branch,22,Rating 20%,3600,Go to 3600
2500,*,159,Piastol A18,False,0,Branch,30,Always,3400,Go to 3400
2600,*,159,Piastol A18,False,0,Branch,50,Used S-Move?,3000,Go to 3000
2700,*,159,Piastol A18,False,0,Branch,49,Used Spell?,2800,Go to 2800
2800,*,159,Piastol A18,False,0,Branch,28,Rating 80%,3300,Go to 3300
2900,*,159,Piastol A18,False,0,Branch,30,Always,3200,Go to 3200
3000,*,159,Piastol A18,False,0,Branch,26,Rating 60%,3400,Go to 3400
3100,*,159,Piastol A18,False,0,Branch,30,Always,3500,Go to 3500
3200,*,159,Piastol A18,False,1,Action,550,Attack,2,Random PC
3300,*,159,Piastol A18,False,1,Action,302,Tempest Dance,2,Random PC
3400,*,159,Piastol A18,False,1,Action,517,Eterni,2,Random PC
3500,*,159,Piastol A18,False,1,Action,520,Wevli,2,Random PC
3600,*,159,Piastol A18,False,1,Action,551,Guard,-1,None
100,*,160,Piastol A23,False,0,Branch,2,HP < 25%,2300,Go to 2300
200,*,160,Piastol A23,False,0,Branch,17,ECs Alive = 1,2600,Go to 2600
300,*,160,Piastol A23,False,0,Branch,19,SP ≤ 50%,500,Go to 500
400,*,160,Piastol A23,False,0,Branch,30,Always,2600,Go to 2600
500,*,160,Piastol A23,False,0,Branch,1,HP < 50%,1600,Go to 1600
600,*,160,Piastol A23,False,0,Branch,50,Used S-Move?,1500,Go to 1500
700,*,160,Piastol A23,False,0,Branch,49,Used Spell?,1200,Go to 1200
800,*,160,Piastol A23,False,0,Branch,23,Rating 30%,3300,Go to 3300
900,*,160,Piastol A23,False,0,Branch,26,Rating 60%,3200,Go to 3200
1000,*,160,Piastol A23,False,0,Branch,24,Rating 40%,3400,Go to 3400
1100,*,160,Piastol A23,False,0,Branch,30,Always,3500,Go to 3500
1200,*,160,Piastol A23,False,0,Branch,24,Rating 40%,3300,Go to 3300
1300,*,160,Piastol A23,False,0,Branch,26,Rating 60%,3200,Go to 3200
1400,*,160,Piastol A23,False,0,Branch,30,Always,3600,Go to 3600
1500,*,160,Piastol A23,False,0,Branch,23,Rating 30%,3200,Go to 3200
1600,*,160,Piastol A23,False,0,Branch,24,Rating 40%,3400,Go to 3400
1700,*,160,Piastol A23,False,0,Branch,30,Always,3500,Go to 3500
1800,*,160,Piastol A23,False,0,Branch,21,Rating 10%,3300,Go to 3300
1900,*,160,Piastol A23,False,0,Branch,22,Rating 20%,3200,Go to 3200
2000,*,160,Piastol A23,False,0,Branch,24,Rating 40%,3600,Go to 3600
2100,*,160,Piastol A23,False,0,Branch,24,Rating 40%,3400,Go to 3400
2200,*,160,Piastol A23,False,0,Branch,30,Always,3500,Go to 3500
2300,*,160,Piastol A23,False,0,Branch,25,Rating 50%,3300,Go to 3300
2400,*,160,Piastol A23,False,0,Branch,22,Rating 20%,3600,Go to 3600
2500,*,160,Piastol A23,False,0,Branch,30,Always,3400,Go to 3400
2600,*,160,Piastol A23,False,0,Branch,50,Used S-Move?,3000,Go to 3000
2700,*,160,Piastol A23,False,0,Branch,49,Used Spell?,2800,Go to 2800
2800,*,160,Piastol A23,False,0,Branch,28,Rating 80%,3300,Go to 3300
2900,*,160,Piastol A23,False,0,Branch,30,Always,3200,Go to 3200
3000,*,160,Piastol A23,False,0,Branch,26,Rating 60%,3400,Go to 3400
3100,*,160,Piastol A23,False,0,Branch,30,Always,3500,Go to 3500
3200,*,160,Piastol A23,False,1,Action,550,Attack,2,Random PC
3300,*,160,Piastol A23,False,1,Action,302,Tempest Dance,2,Random PC
3400,*,160,Piastol A23,False,1,Action,517,Eterni,2,Random PC
3500,*,160,Piastol A23,False,1,Action,520,Wevli,2,Random PC
3600,*,160,Piastol A23,False,1,Action,551,Guard,-1,None
100,*,161,Piastol A28,False,0,Branch,2,HP < 25%,2300,Go to 2300
200,*,161,Piastol A28,False,0,Branch,17,ECs Alive = 1,2600,Go to 2600
300,*,161,Piastol A28,False,0,Branch,19,SP ≤ 50%,500,Go to 500
400,*,161,Piastol A28,False,0,Branch,30,Always,2600,Go to 2600
500,*,161,Piastol A28,False,0,Branch,1,HP < 50%,1600,Go to 1600
600,*,161,Piastol A28,False,0,Branch,50,Used S-Move?,1500,Go to 1500
700,*,161,Piastol A28,False,0,Branch,49,Used Spell?,1200,Go to 1200
800,*,161,Piastol A28,False,0,Branch,23,Rating 30%,3300,Go to 3300
900,*,161,Piastol A28,False,0,Branch,26,Rating 60%,3200,Go to 3200
1000,*,161,Piastol A28,False,0,Branch,24,Rating 40%,3400,Go to 3400
1100,*,161,Piastol A28,False,0,Branch,30,Always,3500,Go to 3500
1200,*,161,Piastol A28,False,0,Branch,24,Rating 40%,3300,Go to 3300
1300,*,161,Piastol A28,False,0,Branch,26,Rating 60%,3200,Go to 3200
1400,*,161,Piastol A28,False,0,Branch,30,Always,3600,Go to 3600
1500,*,161,Piastol A28,False,0,Branch,23,Rating 30%,3200,Go to 3200
1600,*,161,Piastol A28,False,0,Branch,24,Rating 40%,3400,Go to 3400
1700,*,161,Piastol A28,False,0,Branch,30,Always,3500,Go to 3500
1800,*,161,Piastol A28,False,0,Branch,21,Rating 10%,3300,Go to 3300
1900,*,161,Piastol A28,False,0,Branch,22,Rating 20%,3200,Go to 3200
2000,*,161,Piastol A28,False,0,Branch,24,Rating 40%,3600,Go to 3600
2100,*,161,Piastol A28,False,0,Branch,24,Rating 40%,3400,Go to 3400
2200,*,161,Piastol A28,False,0,Branch,30,Always,3500,Go to 3500
2300,*,161,Piastol A28,False,0,Branch,25,Rating 50%,3300,Go to 3300
2400,*,161,Piastol A28,False,0,Branch,22,Rating 20%,3600,Go to 3600
2500,*,161,Piastol A28,False,0,Branch,30,Always,3400,Go to 3400
2600,*,161,Piastol A28,False,0,Branch,50,Used S-Move?,3000,Go to 3000
2700,*,161,Piastol A28,False,0,Branch,49,Used Spell?,2800,Go to 2800
2800,*,161,Piastol A28,False,0,Branch,28,Rating 80%,3300,Go to 3300
2900,*,161,Piastol A28,False,0,Branch,30,Always,3200,Go to 3200
3000,*,161,Piastol A28,False,0,Branch,26,Rating 60%,3400,Go to 3400
3100,*,161,Piastol A28,False,0,Branch,30,Always,3500,Go to 3500
3200,*,161,Piastol A28,False,1,Action,550,Attack,2,Random PC
3300,*,161,Piastol A28,False,1,Action,302,Tempest Dance,2,Random PC
3400,*,161,Piastol A28,False,1,Action,517,Eterni,2,Random PC
3500,*,161,Piastol A28,False,1,Action,520,Wevli,2,Random PC
3600,*,161,Piastol A28,False,1,Action,551,Guard,-1,None
100,*,162,Piastol A33,False,0,Branch,2,HP < 25%,2300,Go to 2300
200,*,162,Piastol A33,False,0,Branch,17,ECs Alive = 1,2600,Go to 2600
300,*,162,Piastol A33,False,0,Branch,19,SP ≤ 50%,500,Go to 500
400,*,162,Piastol A33,False,0,Branch,30,Always,2600,Go to 2600
500,*,162,Piastol A33,False,0,Branch,1,HP < 50%,1600,Go to 1600
600,*,162,Piastol A33,False,0,Branch,50,Used S-Move?,1500,Go to 1500
700,*,162,Piastol A33,False,0,Branch,49,Used Spell?,1200,Go to 1200
800,*,162,Piastol A33,False,0,Branch,23,Rating 30%,3300,Go to 3300
900,*,162,Piastol A33,False,0,Branch,26,Rating 60%,3200,Go to 3200
1000,*,162,Piastol A33,False,0,Branch,24,Rating 40%,3400,Go to 3400
1100,*,162,Piastol A33,False,0,Branch,30,Always,3500,Go to 3500
1200,*,162,Piastol A33,False,0,Branch,24,Rating 40%,3300,Go to 3300
1300,*,162,Piastol A33,False,0,Branch,26,Rating 60%,3200,Go to 3200
1400,*,162,Piastol A33,False,0,Branch,30,Always,3600,Go to 3600
1500,*,162,Piastol A33,False,0,Branch,23,Rating 30%,3200,Go to 3200
1600,*,162,Piastol A33,False,0,Branch,24,Rating 40%,3400,Go to 3400
1700,*,162,Piastol A33,False,0,Branch,30,Always,3500,Go to 3500
1800,*,162,Piastol A33,False,0,Branch,21,Rating 10%,3300,Go to 3300
1900,*,162,Piastol A33,False,0,Branch,22,Rating 20%,3200,Go to 3200
2000,*,162,Piastol A33,False,0,Branch,24,Rating 40%,3600,Go to 3600
2100,*,162,Piastol A33,False,0,Branch,24,Rating 40%,3400,Go to 3400
2200,*,162,Piastol A33,False,0,Branch,30,Always,3500,Go to 3500
2300,*,162,Piastol A33,False,0,Branch,25,Rating 50%,3300,Go to 3300
2400,*,162,Piastol A33,False,0,Branch,22,Rating 20%,3600,Go to 3600
2500,*,162,Piastol A33,False,0,Branch,30,Always,3400,Go to 3400
2600,*,162,Piastol A33,False,0,Branch,50,Used S-Move?,3000,Go to 3000
2700,*,162,Piastol A33,False,0,Branch,49,Used Spell?,2800,Go to 2800
2800,*,162,Piastol A33,False,0,Branch,28,Rating 80%,3300,Go to 3300
2900,*,162,Piastol A33,False,0,Branch,30,Always,3200,Go to 3200
3000,*,162,Piastol A33,False,0,Branch,26,Rating 60%,3400,Go to 3400
3100,*,162,Piastol A33,False,0,Branch,30,Always,3500,Go to 3500
3200,*,162,Piastol A33,False,1,Action,550,Attack,2,Random PC
3300,*,162,Piastol A33,False,1,Action,302,Tempest Dance,2,Random PC
3400,*,162,Piastol A33,False,1,Action,517,Eterni,2,Random PC
3500,*,162,Piastol A33,False,1,Action,520,Wevli,2,Random PC
3600,*,162,Piastol A33,False,1,Action,551,Guard,-1,None
100,*,163,Piastol B30,False,0,Branch,19,SP ≤ 50%,400,Go to 400
200,*,163,Piastol B30,False,0,Branch,24,Rating 40%,3400,Go to 3400
300,*,163,Piastol B30,False,0,Branch,28,Rating 80%,3500,Go to 3500
400,*,163,Piastol B30,False,0,Branch,2,HP < 25%,2400,Go to 2400
500,*,163,Piastol B30,False,0,Branch,17,ECs Alive = 1,2700,Go to 2700
600,*,163,Piastol B30,False,0,Branch,1,HP < 50%,1900,Go to 1900
700,*,163,Piastol B30,False,0,Branch,50,Used S-Move?,1600,Go to 1600
800,*,163,Piastol B30,False,0,Branch,49,Used Spell?,1300,Go to 1300
900,*,163,Piastol B30,False,0,Branch,23,Rating 30%,3400,Go to 3400
1000,*,163,Piastol B30,False,0,Branch,26,Rating 60%,3300,Go to 3300
1100,*,163,Piastol B30,False,0,Branch,24,Rating 40%,3500,Go to 3500
1200,*,163,Piastol B30,False,0,Branch,30,Always,3600,Go to 3600
1300,*,163,Piastol B30,False,0,Branch,24,Rating 40%,3400,Go to 3400
1400,*,163,Piastol B30,False,0,Branch,26,Rating 60%,3300,Go to 3300
1500,*,163,Piastol B30,False,0,Branch,30,Always,3700,Go to 3700
1600,*,163,Piastol B30,False,0,Branch,23,Rating 30%,3300,Go to 3300
