Entry ID,[Filter],[Enemy ID],[JP enemy name],[Finalized],Instr. type ID,[Instr. type name],Instr. ID,[Instr. name],Instr. param. ID,[Instr. param. name]
47,*,153,Ramirez,False,0,Strategy,27,???,55,???
48,*,153,Ramirez,False,0,Strategy,30,???,53,???
49,*,153,Ramirez,False,0,Strategy,21,???,58,???
50,*,153,Ramirez,False,0,Strategy,23,???,57,???
51,*,153,Ramirez,False,0,Strategy,24,???,55,???
52,*,153,Ramirez,False,0,Strategy,30,???,53,???
53,*,153,Ramirez,False,1,Action,550,Attack,2,Random character
54,*,153,Ramirez,False,1,Action,505,Drilnos,-1,None
55,*,153,Ramirez,False,1,Action,519,Eternum,2,Random character
56,*,153,Ramirez,False,1,Action,46,Destruction,-1,None
57,*,153,Ramirez,False,1,Action,48,Silver Tundra,2,Random character
58,*,153,Ramirez,False,1,Action,90,Silver Eclipse,-1,None
59,*,153,Ramirez,False,1,Action,94,Lunar Blessing,-1,None
1,*,154,Eliminator,False,0,Strategy,48,???,8,???
2,*,154,Eliminator,False,0,Strategy,11,???,11,???
3,*,154,Eliminator,False,0,Strategy,5,???,11,???
4,*,154,Eliminator,False,0,Strategy,23,???,11,???
5,*,154,Eliminator,False,0,Strategy,22,???,12,???
6,*,154,Eliminator,False,0,Strategy,22,???,13,???
7,*,154,Eliminator,False,0,Strategy,30,???,10,???
8,*,154,Eliminator,False,0,Strategy,25,???,12,???
9,*,154,Eliminator,False,0,Strategy,30,???,13,???
10,*,154,Eliminator,False,1,Action,550,Attack,2,Random character
11,*,154,Eliminator,False,1,Action,9,Target Search,-1,None
12,*,154,Eliminator,False,1,Action,99,Blaster,2,Random character
13,*,154,Eliminator,False,1,Action,31,Laser Blast,13,Character without Stone
1,*,155,Gordo,False,0,Strategy,55,???,17,???
2,*,155,Gordo,False,0,Strategy,11,???,7,???
3,*,155,Gordo,False,0,Strategy,12,???,7,???
4,*,155,Gordo,False,0,Strategy,38,???,9,???
5,*,155,Gordo,False,0,Strategy,1,???,9,???
6,*,155,Gordo,False,0,Strategy,26,???,13,???
7,*,155,Gordo,False,0,Strategy,22,???,14,???
8,*,155,Gordo,False,0,Strategy,30,???,16,???
9,*,155,Gordo,False,0,Strategy,32,???,11,???
10,*,155,Gordo,False,0,Strategy,28,???,15,???
11,*,155,Gordo,False,0,Strategy,22,???,15,???
12,*,155,Gordo,False,0,Strategy,30,???,6,???
13,*,155,Gordo,False,1,Action,550,Attack,2,Random character
14,*,155,Gordo,False,1,Action,551,Guard,-1,None
15,*,155,Gordo,False,1,Action,508,Sacrum,-1,None
16,*,155,Gordo,False,1,Action,63,Digest,-1,None
17,*,155,Gordo,False,1,Action,182,Loqua Spray,-1,None
1,*,156,Mad Chef,False,0,Strategy,21,???,8,???
2,*,156,Mad Chef,False,0,Strategy,25,???,4,???
3,*,156,Mad Chef,False,0,Strategy,30,???,7,???
4,*,156,Mad Chef,False,0,Strategy,34,???,6,???
5,*,156,Mad Chef,False,0,Strategy,30,???,9,???
6,*,156,Mad Chef,False,0,Strategy,25,???,9,???
7,*,156,Mad Chef,False,1,Action,550,Attack,2,Random character
8,*,156,Mad Chef,False,1,Action,551,Guard,-1,None
9,*,156,Mad Chef,False,1,Action,524,Pyres,-1,None
1,*,157,Ramirez,False,0,Strategy,60,???,11,???
2,*,157,Ramirez,False,0,Strategy,57,???,4,???
3,*,157,Ramirez,False,0,Strategy,30,???,5,???
4,*,157,Ramirez,False,0,Strategy,22,???,40,???
5,*,157,Ramirez,False,0,Strategy,58,???,7,???
6,*,157,Ramirez,False,0,Strategy,30,???,8,???
7,*,157,Ramirez,False,0,Strategy,22,???,40,???
8,*,157,Ramirez,False,0,Strategy,59,???,10,???
9,*,157,Ramirez,False,0,Strategy,30,???,11,???
10,*,157,Ramirez,False,0,Strategy,22,???,40,???
11,*,157,Ramirez,False,0,Strategy,62,???,32,???
12,*,157,Ramirez,False,0,Strategy,11,???,15,???
13,*,157,Ramirez,False,0,Strategy,12,???,17,???
14,*,157,Ramirez,False,0,Strategy,30,???,19,???
15,*,157,Ramirez,False,0,Strategy,25,???,36,???
16,*,157,Ramirez,False,0,Strategy,30,???,38,???
17,*,157,Ramirez,False,0,Strategy,35,???,38,???
18,*,157,Ramirez,False,0,Strategy,30,???,36,???
19,*,157,Ramirez,False,0,Strategy,50,???,22,???
20,*,157,Ramirez,False,0,Strategy,23,???,38,???
21,*,157,Ramirez,False,0,Strategy,24,???,39,???
22,*,157,Ramirez,False,0,Strategy,56,???,24,???
23,*,157,Ramirez,False,0,Strategy,22,???,36,???
24,*,157,Ramirez,False,0,Strategy,49,???,26,???
25,*,157,Ramirez,False,0,Strategy,22,???,37,???
26,*,157,Ramirez,False,0,Strategy,23,???,35,???
27,*,157,Ramirez,False,0,Strategy,21,???,36,???
28,*,157,Ramirez,False,0,Strategy,21,???,37,???
29,*,157,Ramirez,False,0,Strategy,23,???,38,???
30,*,157,Ramirez,False,0,Strategy,24,???,39,???
31,*,157,Ramirez,False,0,Strategy,30,???,40,???
32,*,157,Ramirez,False,0,Strategy,26,???,35,???
33,*,157,Ramirez,False,0,Strategy,24,???,37,???
34,*,157,Ramirez,False,0,Strategy,30,???,39,???
35,*,157,Ramirez,False,1,Action,550,Attack,2,Random character
36,*,157,Ramirez,False,1,Action,505,Drilnos,-1,None
37,*,157,Ramirez,False,1,Action,519,Eternum,2,Random character
38,*,157,Ramirez,False,1,Action,83,Silver Nightmare,24,???
39,*,157,Ramirez,False,1,Action,84,Silver Binds,2,Random character
40,*,157,Ramirez,False,1,Action,86,Destruction,-1,None
1,*,158,Piastol,False,0,Strategy,2,???,23,???
2,*,158,Piastol,False,0,Strategy,17,???,26,???
3,*,158,Piastol,False,0,Strategy,19,???,5,???
4,*,158,Piastol,False,0,Strategy,30,???,26,???
5,*,158,Piastol,False,0,Strategy,1,???,16,???
6,*,158,Piastol,False,0,Strategy,50,???,15,???
7,*,158,Piastol,False,0,Strategy,49,???,12,???
8,*,158,Piastol,False,0,Strategy,23,???,33,???
9,*,158,Piastol,False,0,Strategy,26,???,32,???
10,*,158,Piastol,False,0,Strategy,24,???,34,???
11,*,158,Piastol,False,0,Strategy,30,???,35,???
12,*,158,Piastol,False,0,Strategy,24,???,33,???
13,*,158,Piastol,False,0,Strategy,26,???,32,???
14,*,158,Piastol,False,0,Strategy,30,???,36,???
15,*,158,Piastol,False,0,Strategy,23,???,32,???
16,*,158,Piastol,False,0,Strategy,24,???,34,???
17,*,158,Piastol,False,0,Strategy,30,???,35,???
18,*,158,Piastol,False,0,Strategy,21,???,33,???
19,*,158,Piastol,False,0,Strategy,22,???,32,???
20,*,158,Piastol,False,0,Strategy,24,???,36,???
21,*,158,Piastol,False,0,Strategy,24,???,34,???
22,*,158,Piastol,False,0,Strategy,30,???,35,???
23,*,158,Piastol,False,0,Strategy,25,???,33,???
24,*,158,Piastol,False,0,Strategy,22,???,36,???
25,*,158,Piastol,False,0,Strategy,30,???,34,???
26,*,158,Piastol,False,0,Strategy,50,???,30,???
27,*,158,Piastol,False,0,Strategy,49,???,28,???
28,*,158,Piastol,False,0,Strategy,28,???,33,???
29,*,158,Piastol,False,0,Strategy,30,???,32,???
30,*,158,Piastol,False,0,Strategy,26,???,34,???
31,*,158,Piastol,False,0,Strategy,30,???,35,???
32,*,158,Piastol,False,1,Action,550,Attack,2,Random character
33,*,158,Piastol,False,1,Action,302,Tempest Dance,2,Random character
34,*,158,Piastol,False,1,Action,517,Eterni,2,Random character
35,*,158,Piastol,False,1,Action,520,Wevli,2,Random character
36,*,158,Piastol,False,1,Action,551,Guard,-1,None
1,*,159,Piastol,False,0,Strategy,2,???,23,???
2,*,159,Piastol,False,0,Strategy,17,???,26,???
3,*,159,Piastol,False,0,Strategy,19,???,5,???
4,*,159,Piastol,False,0,Strategy,30,???,26,???
5,*,159,Piastol,False,0,Strategy,1,???,16,???
6,*,159,Piastol,False,0,Strategy,50,???,15,???
7,*,159,Piastol,False,0,Strategy,49,???,12,???
8,*,159,Piastol,False,0,Strategy,23,???,33,???
9,*,159,Piastol,False,0,Strategy,26,???,32,???
10,*,159,Piastol,False,0,Strategy,24,???,34,???
11,*,159,Piastol,False,0,Strategy,30,???,35,???
12,*,159,Piastol,False,0,Strategy,24,???,33,???
13,*,159,Piastol,False,0,Strategy,26,???,32,???
14,*,159,Piastol,False,0,Strategy,30,???,36,???
15,*,159,Piastol,False,0,Strategy,23,???,32,???
16,*,159,Piastol,False,0,Strategy,24,???,34,???
17,*,159,Piastol,False,0,Strategy,30,???,35,???
18,*,159,Piastol,False,0,Strategy,21,???,33,???
19,*,159,Piastol,False,0,Strategy,22,???,32,???
20,*,159,Piastol,False,0,Strategy,24,???,36,???
21,*,159,Piastol,False,0,Strategy,24,???,34,???
22,*,159,Piastol,False,0,Strategy,30,???,35,???
23,*,159,Piastol,False,0,Strategy,25,???,33,???
24,*,159,Piastol,False,0,Strategy,22,???,36,???
25,*,159,Piastol,False,0,Strategy,30,???,34,???
26,*,159,Piastol,False,0,Strategy,50,???,30,???
27,*,159,Piastol,False,0,Strategy,49,???,28,???
28,*,159,Piastol,False,0,Strategy,28,???,33,???
29,*,159,Piastol,False,0,Strategy,30,???,32,???
30,*,159,Piastol,False,0,Strategy,26,???,34,???
31,*,159,Piastol,False,0,Strategy,30,???,35,???
32,*,159,Piastol,False,1,Action,550,Attack,2,Random character
33,*,159,Piastol,False,1,Action,302,Tempest Dance,2,Random character
34,*,159,Piastol,False,1,Action,517,Eterni,2,Random character
35,*,159,Piastol,False,1,Action,520,Wevli,2,Random character
36,*,159,Piastol,False,1,Action,551,Guard,-1,None
1,*,160,Piastol,False,0,Strategy,2,???,23,???
2,*,160,Piastol,False,0,Strategy,17,???,26,???
3,*,160,Piastol,False,0,Strategy,19,???,5,???
4,*,160,Piastol,False,0,Strategy,30,???,26,???
5,*,160,Piastol,False,0,Strategy,1,???,16,???
6,*,160,Piastol,False,0,Strategy,50,???,15,???
7,*,160,Piastol,False,0,Strategy,49,???,12,???
8,*,160,Piastol,False,0,Strategy,23,???,33,???
9,*,160,Piastol,False,0,Strategy,26,???,32,???
10,*,160,Piastol,False,0,Strategy,24,???,34,???
11,*,160,Piastol,False,0,Strategy,30,???,35,???
12,*,160,Piastol,False,0,Strategy,24,???,33,???
13,*,160,Piastol,False,0,Strategy,26,???,32,???
14,*,160,Piastol,False,0,Strategy,30,???,36,???
15,*,160,Piastol,False,0,Strategy,23,???,32,???
16,*,160,Piastol,False,0,Strategy,24,???,34,???
17,*,160,Piastol,False,0,Strategy,30,???,35,???
18,*,160,Piastol,False,0,Strategy,21,???,33,???
19,*,160,Piastol,False,0,Strategy,22,???,32,???
20,*,160,Piastol,False,0,Strategy,24,???,36,???
21,*,160,Piastol,False,0,Strategy,24,???,34,???
22,*,160,Piastol,False,0,Strategy,30,???,35,???
23,*,160,Piastol,False,0,Strategy,25,???,33,???
24,*,160,Piastol,False,0,Strategy,22,???,36,???
25,*,160,Piastol,False,0,Strategy,30,???,34,???
26,*,160,Piastol,False,0,Strategy,50,???,30,???
27,*,160,Piastol,False,0,Strategy,49,???,28,???
28,*,160,Piastol,False,0,Strategy,28,???,33,???
29,*,160,Piastol,False,0,Strategy,30,???,32,???
30,*,160,Piastol,False,0,Strategy,26,???,34,???
31,*,160,Piastol,False,0,Strategy,30,???,35,???
32,*,160,Piastol,False,1,Action,550,Attack,2,Random character
33,*,160,Piastol,False,1,Action,302,Tempest Dance,2,Random character
34,*,160,Piastol,False,1,Action,517,Eterni,2,Random character
35,*,160,Piastol,False,1,Action,520,Wevli,2,Random character
36,*,160,Piastol,False,1,Action,551,Guard,-1,None
1,*,161,Piastol,False,0,Strategy,2,???,23,???
2,*,161,Piastol,False,0,Strategy,17,???,26,???
3,*,161,Piastol,False,0,Strategy,19,???,5,???
4,*,161,Piastol,False,0,Strategy,30,???,26,???
5,*,161,Piastol,False,0,Strategy,1,???,16,???
6,*,161,Piastol,False,0,Strategy,50,???,15,???
7,*,161,Piastol,False,0,Strategy,49,???,12,???
8,*,161,Piastol,False,0,Strategy,23,???,33,???
9,*,161,Piastol,False,0,Strategy,26,???,32,???
10,*,161,Piastol,False,0,Strategy,24,???,34,???
11,*,161,Piastol,False,0,Strategy,30,???,35,???
12,*,161,Piastol,False,0,Strategy,24,???,33,???
13,*,161,Piastol,False,0,Strategy,26,???,32,???
14,*,161,Piastol,False,0,Strategy,30,???,36,???
15,*,161,Piastol,False,0,Strategy,23,???,32,???
16,*,161,Piastol,False,0,Strategy,24,???,34,???
17,*,161,Piastol,False,0,Strategy,30,???,35,???
18,*,161,Piastol,False,0,Strategy,21,???,33,???
19,*,161,Piastol,False,0,Strategy,22,???,32,???
20,*,161,Piastol,False,0,Strategy,24,???,36,???
21,*,161,Piastol,False,0,Strategy,24,???,34,???
22,*,161,Piastol,False,0,Strategy,30,???,35,???
23,*,161,Piastol,False,0,Strategy,25,???,33,???
24,*,161,Piastol,False,0,Strategy,22,???,36,???
25,*,161,Piastol,False,0,Strategy,30,???,34,???
26,*,161,Piastol,False,0,Strategy,50,???,30,???
27,*,161,Piastol,False,0,Strategy,49,???,28,???
28,*,161,Piastol,False,0,Strategy,28,???,33,???
29,*,161,Piastol,False,0,Strategy,30,???,32,???
30,*,161,Piastol,False,0,Strategy,26,???,34,???
31,*,161,Piastol,False,0,Strategy,30,???,35,???
32,*,161,Piastol,False,1,Action,550,Attack,2,Random character
33,*,161,Piastol,False,1,Action,302,Tempest Dance,2,Random character
34,*,161,Piastol,False,1,Action,517,Eterni,2,Random character
35,*,161,Piastol,False,1,Action,520,Wevli,2,Random character
36,*,161,Piastol,False,1,Action,551,Guard,-1,None
1,*,162,Piastol,False,0,Strategy,2,???,23,???
2,*,162,Piastol,False,0,Strategy,17,???,26,???
3,*,162,Piastol,False,0,Strategy,19,???,5,???
4,*,162,Piastol,False,0,Strategy,30,???,26,???
5,*,162,Piastol,False,0,Strategy,1,???,16,???
6,*,162,Piastol,False,0,Strategy,50,???,15,???
7,*,162,Piastol,False,0,Strategy,49,???,12,???
8,*,162,Piastol,False,0,Strategy,23,???,33,???
9,*,162,Piastol,False,0,Strategy,26,???,32,???
10,*,162,Piastol,False,0,Strategy,24,???,34,???
11,*,162,Piastol,False,0,Strategy,30,???,35,???
12,*,162,Piastol,False,0,Strategy,24,???,33,???
13,*,162,Piastol,False,0,Strategy,26,???,32,???
14,*,162,Piastol,False,0,Strategy,30,???,36,???
15,*,162,Piastol,False,0,Strategy,23,???,32,???
16,*,162,Piastol,False,0,Strategy,24,???,34,???
17,*,162,Piastol,False,0,Strategy,30,???,35,???
18,*,162,Piastol,False,0,Strategy,21,???,33,???
19,*,162,Piastol,False,0,Strategy,22,???,32,???
20,*,162,Piastol,False,0,Strategy,24,???,36,???
21,*,162,Piastol,False,0,Strategy,24,???,34,???
22,*,162,Piastol,False,0,Strategy,30,???,35,???
23,*,162,Piastol,False,0,Strategy,25,???,33,???
24,*,162,Piastol,False,0,Strategy,22,???,36,???
25,*,162,Piastol,False,0,Strategy,30,???,34,???
26,*,162,Piastol,False,0,Strategy,50,???,30,???
27,*,162,Piastol,False,0,Strategy,49,???,28,???
28,*,162,Piastol,False,0,Strategy,28,???,33,???
29,*,162,Piastol,False,0,Strategy,30,???,32,???
30,*,162,Piastol,False,0,Strategy,26,???,34,???
31,*,162,Piastol,False,0,Strategy,30,???,35,???
32,*,162,Piastol,False,1,Action,550,Attack,2,Random character
33,*,162,Piastol,False,1,Action,302,Tempest Dance,2,Random character
34,*,162,Piastol,False,1,Action,517,Eterni,2,Random character
35,*,162,Piastol,False,1,Action,520,Wevli,2,Random character
36,*,162,Piastol,False,1,Action,551,Guard,-1,None
1,*,163,Piastol,False,0,Strategy,19,???,4,???
2,*,163,Piastol,False,0,Strategy,24,???,34,???
3,*,163,Piastol,False,0,Strategy,28,???,35,???
4,*,163,Piastol,False,0,Strategy,2,???,24,???
5,*,163,Piastol,False,0,Strategy,17,???,27,???
6,*,163,Piastol,False,0,Strategy,1,???,19,???
7,*,163,Piastol,False,0,Strategy,50,???,16,???
8,*,163,Piastol,False,0,Strategy,49,???,13,???
9,*,163,Piastol,False,0,Strategy,23,???,34,???
10,*,163,Piastol,False,0,Strategy,26,???,33,???
11,*,163,Piastol,False,0,Strategy,24,???,35,???
12,*,163,Piastol,False,0,Strategy,30,???,36,???
13,*,163,Piastol,False,0,Strategy,24,???,34,???
14,*,163,Piastol,False,0,Strategy,26,???,33,???
15,*,163,Piastol,False,0,Strategy,30,???,37,???
16,*,163,Piastol,False,0,Strategy,23,???,33,???
17,*,163,Piastol,False,0,Strategy,24,???,35,???
18,*,163,Piastol,False,0,Strategy,30,???,36,???
19,*,163,Piastol,False,0,Strategy,21,???,34,???
20,*,163,Piastol,False,0,Strategy,22,???,33,???
21,*,163,Piastol,False,0,Strategy,24,???,37,???
22,*,163,Piastol,False,0,Strategy,24,???,35,???
23,*,163,Piastol,False,0,Strategy,30,???,36,???
24,*,163,Piastol,False,0,Strategy,25,???,34,???
25,*,163,Piastol,False,0,Strategy,24,???,37,???
26,*,163,Piastol,False,0,Strategy,30,???,35,???
27,*,163,Piastol,False,0,Strategy,50,???,31,???
28,*,163,Piastol,False,0,Strategy,49,???,29,???
29,*,163,Piastol,False,0,Strategy,28,???,34,???
30,*,163,Piastol,False,0,Strategy,30,???,33,???
31,*,163,Piastol,False,0,Strategy,26,???,35,???
32,*,163,Piastol,False,0,Strategy,30,???,36,???
33,*,163,Piastol,False,1,Action,550,Attack,2,Random character
34,*,163,Piastol,False,1,Action,303,Tempest Dance,2,Random character
35,*,163,Piastol,False,1,Action,517,Eterni,2,Random character
36,*,163,Piastol,False,1,Action,521,Wevles,2,Random character
37,*,163,Piastol,False,1,Action,551,Guard,-1,None
1,*,164,Piastol,False,0,Strategy,19,???,4,???
2,*,164,Piastol,False,0,Strategy,24,???,34,???
3,*,164,Piastol,False,0,Strategy,28,???,35,???
4,*,164,Piastol,False,0,Strategy,2,???,24,???
5,*,164,Piastol,False,0,Strategy,17,???,27,???
6,*,164,Piastol,False,0,Strategy,1,???,19,???
7,*,164,Piastol,False,0,Strategy,50,???,16,???
8,*,164,Piastol,False,0,Strategy,49,???,13,???
9,*,164,Piastol,False,0,Strategy,23,???,34,???
10,*,164,Piastol,False,0,Strategy,26,???,33,???
11,*,164,Piastol,False,0,Strategy,24,???,35,???
12,*,164,Piastol,False,0,Strategy,30,???,36,???
13,*,164,Piastol,False,0,Strategy,24,???,34,???
14,*,164,Piastol,False,0,Strategy,26,???,33,???
15,*,164,Piastol,False,0,Strategy,30,???,37,???
16,*,164,Piastol,False,0,Strategy,23,???,33,???
17,*,164,Piastol,False,0,Strategy,24,???,35,???
18,*,164,Piastol,False,0,Strategy,30,???,36,???
19,*,164,Piastol,False,0,Strategy,21,???,34,???
20,*,164,Piastol,False,0,Strategy,22,???,33,???
21,*,164,Piastol,False,0,Strategy,24,???,37,???
22,*,164,Piastol,False,0,Strategy,24,???,35,???
23,*,164,Piastol,False,0,Strategy,30,???,36,???
24,*,164,Piastol,False,0,Strategy,25,???,34,???
25,*,164,Piastol,False,0,Strategy,24,???,37,???
26,*,164,Piastol,False,0,Strategy,30,???,35,???
27,*,164,Piastol,False,0,Strategy,50,???,31,???
28,*,164,Piastol,False,0,Strategy,49,???,29,???
29,*,164,Piastol,False,0,Strategy,28,???,34,???
30,*,164,Piastol,False,0,Strategy,30,???,33,???
31,*,164,Piastol,False,0,Strategy,26,???,35,???
32,*,164,Piastol,False,0,Strategy,30,???,36,???
33,*,164,Piastol,False,1,Action,550,Attack,2,Random character
34,*,164,Piastol,False,1,Action,303,Tempest Dance,2,Random character
35,*,164,Piastol,False,1,Action,517,Eterni,2,Random character
36,*,164,Piastol,False,1,Action,521,Wevles,2,Random character
37,*,164,Piastol,False,1,Action,551,Guard,-1,None
1,*,165,Spell Warden,True,0,Strategy,11,???,4,???
2,*,165,Spell Warden,True,0,Strategy,12,???,4,???
3,*,165,Spell Warden,True,0,Strategy,30,???,10,???
4,*,165,Spell Warden,True,0,Strategy,35,???,6,???
5,*,165,Spell Warden,True,0,Strategy,24,???,14,???
6,*,165,Spell Warden,True,0,Strategy,21,???,16,???
7,*,165,Spell Warden,True,0,Strategy,21,???,12,???
8,*,165,Spell Warden,True,0,Strategy,21,???,13,???
9,*,165,Spell Warden,True,0,Strategy,25,???,15,???
10,*,165,Spell Warden,True,0,Strategy,31,???,6,???
11,*,165,Spell Warden,True,0,Strategy,30,???,6,???
12,*,165,Spell Warden,True,1,Action,550,Attack,1,Common character
13,*,165,Spell Warden,True,1,Action,551,Guard,-1,None
14,*,165,Spell Warden,True,1,Action,502,Sylenis,21,Character with highest Attack
15,*,165,Spell Warden,True,1,Action,526,Crystali,3,Character with most HP
16,*,165,Spell Warden,True,1,Action,37,Focus,-1,None
1,*,166,Spell Warden,True,0,Strategy,11,???,4,???
2,*,166,Spell Warden,True,0,Strategy,12,???,4,???
3,*,166,Spell Warden,True,0,Strategy,30,???,10,???
4,*,166,Spell Warden,True,0,Strategy,35,???,6,???
5,*,166,Spell Warden,True,0,Strategy,24,???,15,???
6,*,166,Spell Warden,True,0,Strategy,21,???,15,???
7,*,166,Spell Warden,True,0,Strategy,21,???,12,???
8,*,166,Spell Warden,True,0,Strategy,21,???,13,???
9,*,166,Spell Warden,True,0,Strategy,25,???,14,???
10,*,166,Spell Warden,True,0,Strategy,31,???,6,???
11,*,166,Spell Warden,True,0,Strategy,30,???,6,???
12,*,166,Spell Warden,True,1,Action,550,Attack,1,Common character
13,*,166,Spell Warden,True,1,Action,551,Guard,-1,None
14,*,166,Spell Warden,True,1,Action,526,Crystali,4,Character with least HP
15,*,166,Spell Warden,True,1,Action,37,Focus,-1,None
1,*,167,Royal Guard,True,0,Strategy,5,???,7,???
2,*,167,Royal Guard,True,0,Strategy,38,???,6,???
3,*,167,Royal Guard,True,0,Strategy,25,???,10,???
4,*,167,Royal Guard,True,0,Strategy,24,???,11,???
5,*,167,Royal Guard,True,0,Strategy,25,???,12,???
6,*,167,Royal Guard,True,0,Strategy,25,???,12,???
7,*,167,Royal Guard,True,0,Strategy,24,???,10,???
8,*,167,Royal Guard,True,0,Strategy,25,???,11,???
9,*,167,Royal Guard,True,0,Strategy,30,???,12,???
10,*,167,Royal Guard,True,1,Action,550,Attack,2,Random character
11,*,167,Royal Guard,True,1,Action,533,Electres,2,Random character
12,*,167,Royal Guard,True,1,Action,551,Guard,-1,None
1,*,168,Piastol,False,0,Strategy,2,???,23,???
2,*,168,Piastol,False,0,Strategy,17,???,26,???
3,*,168,Piastol,False,0,Strategy,19,???,5,???
4,*,168,Piastol,False,0,Strategy,30,???,26,???
5,*,168,Piastol,False,0,Strategy,1,???,18,???
6,*,168,Piastol,False,0,Strategy,50,???,15,???
7,*,168,Piastol,False,0,Strategy,49,???,12,???
8,*,168,Piastol,False,0,Strategy,22,???,35,???
9,*,168,Piastol,False,0,Strategy,24,???,34,???
10,*,168,Piastol,False,0,Strategy,28,???,36,???
11,*,168,Piastol,False,0,Strategy,30,???,38,???
12,*,168,Piastol,False,0,Strategy,22,???,35,???
13,*,168,Piastol,False,0,Strategy,26,???,36,???
14,*,168,Piastol,False,0,Strategy,30,???,34,???
15,*,168,Piastol,False,0,Strategy,23,???,34,???
16,*,168,Piastol,False,0,Strategy,24,???,37,???
17,*,168,Piastol,False,0,Strategy,30,???,38,???
18,*,168,Piastol,False,0,Strategy,24,???,36,???
19,*,168,Piastol,False,0,Strategy,22,???,34,???
20,*,168,Piastol,False,0,Strategy,24,???,39,???
21,*,168,Piastol,False,0,Strategy,24,???,37,???
22,*,168,Piastol,False,0,Strategy,30,???,38,???
23,*,168,Piastol,False,0,Strategy,24,???,35,???
24,*,168,Piastol,False,0,Strategy,25,???,36,???
25,*,168,Piastol,False,0,Strategy,30,???,37,???
26,*,168,Piastol,False,0,Strategy,50,???,31,???
27,*,168,Piastol,False,0,Strategy,49,???,29,???
28,*,168,Piastol,False,0,Strategy,30,???,37,???
29,*,168,Piastol,False,0,Strategy,27,???,35,???
30,*,168,Piastol,False,0,Strategy,30,???,36,???
31,*,168,Piastol,False,0,Strategy,25,???,37,???
32,*,168,Piastol,False,0,Strategy,26,???,38,???
33,*,168,Piastol,False,0,Strategy,30,???,34,???
34,*,168,Piastol,False,1,Action,550,Attack,2,Random character
35,*,168,Piastol,False,1,Action,304,Tempest Dance,3,Character with most HP
36,*,168,Piastol,False,1,Action,306,Deluge,-1,None
37,*,168,Piastol,False,1,Action,518,Eternes,-1,None
38,*,168,Piastol,False,1,Action,531,Wevlum,2,Random character
39,*,168,Piastol,False,1,Action,551,Guard,-1,None
1,*,169,Kantor,True,0,Strategy,50,???,4,???
2,*,169,Kantor,True,0,Strategy,23,???,6,???
3,*,169,Kantor,True,0,Strategy,30,???,7,???
4,*,169,Kantor,True,0,Strategy,27,???,6,???
5,*,169,Kantor,True,0,Strategy,30,???,7,???
6,*,169,Kantor,True,1,Action,550,Attack,2,Random character
7,*,169,Kantor,True,1,Action,5,Thunder of Fury,2,Random character
1,*,170,Kantor,True,0,Strategy,50,???,4,???
2,*,170,Kantor,True,0,Strategy,23,???,6,???
3,*,170,Kantor,True,0,Strategy,30,???,7,???
4,*,170,Kantor,True,0,Strategy,27,???,6,???
5,*,170,Kantor,True,0,Strategy,30,???,7,???
6,*,170,Kantor,True,1,Action,550,Attack,2,Random character
7,*,170,Kantor,True,1,Action,5,Thunder of Fury,2,Random character
1,*,171,Kantor,True,0,Strategy,50,???,4,???
2,*,171,Kantor,True,0,Strategy,23,???,6,???
3,*,171,Kantor,True,0,Strategy,30,???,7,???
4,*,171,Kantor,True,0,Strategy,27,???,6,???
5,*,171,Kantor,True,0,Strategy,30,???,7,???
6,*,171,Kantor,True,1,Action,550,Attack,2,Random character
7,*,171,Kantor,True,1,Action,5,Thunder of Fury,2,Random character
1,*,172,Polraxis,Undefined,0,Strategy,21,???,3,???
2,*,172,Polraxis,Undefined,1,Action,550,Attack,2,Random character
3,*,172,Polraxis,Undefined,1,Action,551,Guard,-1,None
1,*,173,Piastol,False,0,Strategy,2,???,25,???
2,*,173,Piastol,False,0,Strategy,17,???,28,???
3,*,173,Piastol,False,0,Strategy,19,???,6,???
4,*,173,Piastol,False,0,Strategy,26,???,37,???
5,*,173,Piastol,False,0,Strategy,30,???,38,???
6,*,173,Piastol,False,0,Strategy,1,???,20,???
7,*,173,Piastol,False,0,Strategy,50,???,16,???
8,*,173,Piastol,False,0,Strategy,49,???,13,???
9,*,173,Piastol,False,0,Strategy,22,???,37,???
10,*,173,Piastol,False,0,Strategy,24,???,38,???
11,*,173,Piastol,False,0,Strategy,24,???,36,???
12,*,173,Piastol,False,0,Strategy,30,???,41,???
13,*,173,Piastol,False,0,Strategy,23,???,37,???
14,*,173,Piastol,False,0,Strategy,24,???,38,???
15,*,173,Piastol,False,0,Strategy,30,???,36,???
16,*,173,Piastol,False,0,Strategy,23,???,36,???
17,*,173,Piastol,False,0,Strategy,24,???,39,???
18,*,173,Piastol,False,0,Strategy,26,???,41,???
19,*,173,Piastol,False,0,Strategy,30,???,40,???
20,*,173,Piastol,False,0,Strategy,24,???,38,???
21,*,173,Piastol,False,0,Strategy,22,???,36,???
22,*,173,Piastol,False,0,Strategy,22,???,42,???
23,*,173,Piastol,False,0,Strategy,25,???,40,???
24,*,173,Piastol,False,0,Strategy,30,???,41,???
25,*,173,Piastol,False,0,Strategy,24,???,37,???
26,*,173,Piastol,False,0,Strategy,25,???,38,???
27,*,173,Piastol,False,0,Strategy,30,???,28,???
28,*,173,Piastol,False,0,Strategy,50,???,33,???
