Entry ID,[Filter],Initiative,Magic EXP,EC1 ID,[EC1 JP Name],[EC1 US Name],EC2 ID,[EC2 JP Name],[EC2 US Name],EC3 ID,[EC3 JP Name],[EC3 US Name],EC4 ID,[EC4 JP Name],[EC4 US Name],EC5 ID,[EC5 JP Name],[EC5 US Name],EC6 ID,[EC6 JP Name],[EC6 US Name],EC7 ID,[EC7 JP Name],[EC7 US Name],EC8 ID,[EC8 JP Name],[EC8 US Name]
13,a109d_ep.enp,62,2,25,Salamander,Salamander,25,Salamander,Salamander,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None
14,a109d_ep.enp,62,2,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,30,Loopalon,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None
15,a109d_ep.enp,62,2,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None,255,None,None,255,None,None
16,a109d_ep.enp,62,2,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None,255,None,None
17,a109d_ep.enp,62,2,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,30,Loopalon,Loopalon,255,None,None,255,None,None,255,None,None
18,a109d_ep.enp,62,2,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None,255,None,None
19,a109d_ep.enp,62,2,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None
20,a109d_ep.enp,62,2,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,30,Loopalon,Loopalon,255,None,None,255,None,None
21,a109d_ep.enp,62,2,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None
22,a109d_ep.enp,62,2,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,30,Loopalon,Loopalon,255,None,None
23,a109d_ep.enp,72,2,25,Salamander,Salamander,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None
24,a109d_ep.enp,67,2,25,Salamander,Salamander,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None,255,None,None,255,None,None
25,a109d_ep.enp,62,2,25,Salamander,Salamander,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None,255,None,None
26,a109d_ep.enp,57,2,25,Salamander,Salamander,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None
27,a109d_ep.enp,67,2,25,Salamander,Salamander,25,Salamander,Salamander,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None,255,None,None,255,None,None
28,a109d_ep.enp,62,2,25,Salamander,Salamander,25,Salamander,Salamander,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None,255,None,None
29,a109d_ep.enp,57,2,25,Salamander,Salamander,25,Salamander,Salamander,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None
30,a109d_ep.enp,57,2,25,Salamander,Salamander,25,Salamander,Salamander,25,Salamander,Salamander,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None
31,a109d_ep.enp,52,2,24,Magma Tiki,Magma Tiki,24,Magma Tiki,Magma Tiki,24,Magma Tiki,Magma Tiki,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
0,a111b_ep.enp,87,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,255,None,None,255,None,None,255,None,None
1,a111b_ep.enp,87,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,255,None,None
2,a111b_ep.enp,97,2,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,a111b_ep.enp,97,2,41,Elooper,Elooper,41,Elooper,Elooper,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
4,a111b_ep.enp,82,2,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a111b_ep.enp,82,2,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None
6,a111b_ep.enp,92,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
7,a111b_ep.enp,92,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None
8,a111b_ep.enp,92,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None
9,a111b_ep.enp,87,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None
10,a111b_ep.enp,87,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,41,Elooper,Elooper,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None
11,a111b_ep.enp,87,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None
12,a111b_ep.enp,87,2,48,Digger,Digger,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
13,a111b_ep.enp,87,2,48,Digger,Digger,48,Digger,Digger,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
14,a111b_ep.enp,77,2,48,Digger,Digger,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None
15,a111b_ep.enp,77,2,48,Digger,Digger,48,Digger,Digger,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None
16,a111b_ep.enp,82,2,33,Serpentis,Serpantis,33,Serpentis,Serpantis,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
17,a111b_ep.enp,87,2,33,Serpentis,Serpantis,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
18,a111b_ep.enp,87,2,33,Serpentis,Serpantis,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
19,a111b_ep.enp,87,2,33,Serpentis,Serpantis,33,Serpentis,Serpantis,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
20,a111b_ep.enp,77,2,33,Serpentis,Serpantis,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
21,a111b_ep.enp,77,2,33,Serpentis,Serpantis,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None
22,a111b_ep.enp,77,2,33,Serpentis,Serpantis,33,Serpentis,Serpantis,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None
23,a111b_ep.enp,87,2,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
24,a111b_ep.enp,87,2,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,255,None,None,255,None,None,255,None,None,255,None,None
25,a111b_ep.enp,82,2,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
26,a111b_ep.enp,82,2,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
27,a111b_ep.enp,82,2,73,Mine Patrol,Mine Patrol,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
28,a111b_ep.enp,82,2,73,Mine Patrol,Mine Patrol,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
29,a111b_ep.enp,82,2,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
30,a111b_ep.enp,82,2,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
31,a111b_ep.enp,82,2,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
0,a111c_ep.enp,87,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,255,None,None,255,None,None,255,None,None
1,a111c_ep.enp,87,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,255,None,None
2,a111c_ep.enp,97,2,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,a111c_ep.enp,97,2,41,Elooper,Elooper,41,Elooper,Elooper,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
4,a111c_ep.enp,82,2,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a111c_ep.enp,82,2,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None
6,a111c_ep.enp,92,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
7,a111c_ep.enp,92,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None
8,a111c_ep.enp,92,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None
9,a111c_ep.enp,87,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None
10,a111c_ep.enp,87,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,41,Elooper,Elooper,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None
11,a111c_ep.enp,87,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None
12,a111c_ep.enp,87,2,48,Digger,Digger,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
13,a111c_ep.enp,87,2,48,Digger,Digger,48,Digger,Digger,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
14,a111c_ep.enp,77,2,48,Digger,Digger,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None
15,a111c_ep.enp,77,2,48,Digger,Digger,48,Digger,Digger,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None
16,a111c_ep.enp,82,2,33,Serpentis,Serpantis,33,Serpentis,Serpantis,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
17,a111c_ep.enp,87,2,33,Serpentis,Serpantis,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
18,a111c_ep.enp,87,2,33,Serpentis,Serpantis,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
19,a111c_ep.enp,87,2,33,Serpentis,Serpantis,33,Serpentis,Serpantis,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
20,a111c_ep.enp,77,2,33,Serpentis,Serpantis,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
21,a111c_ep.enp,77,2,33,Serpentis,Serpantis,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None
22,a111c_ep.enp,77,2,33,Serpentis,Serpantis,33,Serpentis,Serpantis,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None
23,a111c_ep.enp,87,2,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
24,a111c_ep.enp,87,2,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,255,None,None,255,None,None,255,None,None,255,None,None
25,a111c_ep.enp,82,2,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
26,a111c_ep.enp,82,2,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
27,a111c_ep.enp,82,2,73,Mine Patrol,Mine Patrol,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
28,a111c_ep.enp,82,2,73,Mine Patrol,Mine Patrol,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
29,a111c_ep.enp,82,2,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
30,a111c_ep.enp,82,2,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
31,a111c_ep.enp,82,2,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
0,a111d_ep.enp,87,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,255,None,None,255,None,None,255,None,None
1,a111d_ep.enp,87,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,255,None,None
2,a111d_ep.enp,97,2,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,a111d_ep.enp,97,2,41,Elooper,Elooper,41,Elooper,Elooper,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
4,a111d_ep.enp,82,2,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a111d_ep.enp,82,2,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None
6,a111d_ep.enp,92,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
7,a111d_ep.enp,92,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None
8,a111d_ep.enp,92,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None
9,a111d_ep.enp,87,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None
10,a111d_ep.enp,87,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,41,Elooper,Elooper,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None
11,a111d_ep.enp,87,2,90,Tsorok,Tsorok,90,Tsorok,Tsorok,90,Tsorok,Tsorok,41,Elooper,Elooper,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None
12,a111d_ep.enp,87,2,48,Digger,Digger,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
13,a111d_ep.enp,87,2,48,Digger,Digger,48,Digger,Digger,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
14,a111d_ep.enp,77,2,48,Digger,Digger,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None
15,a111d_ep.enp,77,2,48,Digger,Digger,48,Digger,Digger,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None
16,a111d_ep.enp,82,2,33,Serpentis,Serpantis,33,Serpentis,Serpantis,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
17,a111d_ep.enp,87,2,33,Serpentis,Serpantis,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
18,a111d_ep.enp,87,2,33,Serpentis,Serpantis,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
19,a111d_ep.enp,87,2,33,Serpentis,Serpantis,33,Serpentis,Serpantis,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
20,a111d_ep.enp,77,2,33,Serpentis,Serpantis,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
21,a111d_ep.enp,77,2,33,Serpentis,Serpantis,47,Lucich,Lucich,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None
22,a111d_ep.enp,77,2,33,Serpentis,Serpantis,33,Serpentis,Serpantis,47,Lucich,Lucich,47,Lucich,Lucich,255,None,None,255,None,None,255,None,None,255,None,None
23,a111d_ep.enp,87,2,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
24,a111d_ep.enp,87,2,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,255,None,None,255,None,None,255,None,None,255,None,None
25,a111d_ep.enp,82,2,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
26,a111d_ep.enp,82,2,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
27,a111d_ep.enp,82,2,73,Mine Patrol,Mine Patrol,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
28,a111d_ep.enp,82,2,73,Mine Patrol,Mine Patrol,48,Digger,Digger,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
29,a111d_ep.enp,82,2,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
30,a111d_ep.enp,82,2,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,48,Digger,Digger,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
31,a111d_ep.enp,82,2,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,73,Mine Patrol,Mine Patrol,48,Digger,Digger,255,None,None,255,None,None,255,None,None,255,None,None
0,a112b_ep.enp,95,2,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None,255,None,None,255,None,None
1,a112b_ep.enp,95,2,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None
2,a112b_ep.enp,105,2,22,Ferlith,Ferlith,22,Ferlith,Ferlith,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,a112b_ep.enp,105,2,22,Ferlith,Ferlith,22,Ferlith,Ferlith,22,Ferlith,Ferlith,22,Ferlith,Ferlith,255,None,None,255,None,None,255,None,None,255,None,None
4,a112b_ep.enp,85,2,35,Que'lak,Que'lak,35,Que'lak,Que'lak,35,Que'lak,Que'lak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a112b_ep.enp,80,2,35,Que'lak,Que'lak,35,Que'lak,Que'lak,35,Que'lak,Que'lak,35,Que'lak,Que'lak,35,Que'lak,Que'lak,255,None,None,255,None,None,255,None,None
6,a112b_ep.enp,100,2,22,Ferlith,Ferlith,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None,255,None,None,255,None,None
7,a112b_ep.enp,100,2,22,Ferlith,Ferlith,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None
8,a112b_ep.enp,85,2,35,Que'lak,Que'lak,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None,255,None,None,255,None,None,255,None,None
9,a112b_ep.enp,85,2,35,Que'lak,Que'lak,35,Que'lak,Que'lak,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None,255,None,None
10,a112b_ep.enp,90,2,35,Que'lak,Que'lak,35,Que'lak,Que'lak,22,Ferlith,Ferlith,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,a112b_ep.enp,90,2,35,Que'lak,Que'lak,35,Que'lak,Que'lak,35,Que'lak,Que'lak,22,Ferlith,Ferlith,255,None,None,255,None,None,255,None,None,255,None,None
12,a112b_ep.enp,80,2,35,Que'lak,Que'lak,35,Que'lak,Que'lak,35,Que'lak,Que'lak,35,Que'lak,Que'lak,22,Ferlith,Ferlith,22,Ferlith,Ferlith,255,None,None,255,None,None
13,a112b_ep.enp,95,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,255,None,None,255,None,None,255,None,None,255,None,None
14,a112b_ep.enp,90,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm
15,a112b_ep.enp,90,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,92,Langry,Langry,92,Langry,Langry,255,None,None,255,None,None
16,a112b_ep.enp,90,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None
17,a112b_ep.enp,95,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,22,Ferlith,Ferlith,255,None,None,255,None,None,255,None,None
18,a112b_ep.enp,95,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,22,Ferlith,Ferlith,22,Ferlith,Ferlith,255,None,None,255,None,None
19,a112b_ep.enp,85,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,35,Que'lak,Que'lak,255,None,None,255,None,None,255,None,None
20,a112b_ep.enp,85,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,35,Que'lak,Que'lak,35,Que'lak,Que'lak,255,None,None,255,None,None
21,a112b_ep.enp,95,2,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,92,Langry,Langry,92,Langry,Langry,22,Ferlith,Ferlith,255,None,None
22,a112b_ep.enp,95,2,38,Slothstra,Slothstra,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
23,a112b_ep.enp,95,2,38,Slothstra,Slothstra,92,Langry,Langry,92,Langry,Langry,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
24,a112b_ep.enp,95,2,38,Slothstra,Slothstra,35,Que'lak,Que'lak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
25,a112b_ep.enp,105,2,39,Polraxis,Polraxis,39,Polraxis,Polraxis,39,Polraxis,Polraxis,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
26,a112b_ep.enp,100,2,39,Polraxis,Polraxis,39,Polraxis,Polraxis,39,Polraxis,Polraxis,39,Polraxis,Polraxis,39,Polraxis,Polraxis,255,None,None,255,None,None,255,None,None
27,a112b_ep.enp,100,2,39,Polraxis,Polraxis,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,255,None,None,255,None,None,255,None,None
28,a112b_ep.enp,95,2,39,Polraxis,Polraxis,39,Polraxis,Polraxis,39,Polraxis,Polraxis,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,94,Totelm,Totelm,255,None,None
29,a112b_ep.enp,105,2,39,Polraxis,Polraxis,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None,255,None,None,255,None,None,255,None,None
30,a112b_ep.enp,95,2,39,Polraxis,Polraxis,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,92,Langry,Langry,255,None,None
